delivery_id,order_id,rider_id,pickup_time,delivery_time,zone,distance_km,status
DEL-7138,ORD-100172,RDR-006,2024-04-14 09:07:24,2024-04-14 10:15:24,Borivali,4.1,success
DEL-7139,ORD-100174,RDR-018,2024-04-14 16:07:29,2024-04-14 17:17:29,Karol Bagh,3.0,success
DEL-7140,ORD-100176,RDR-003,2024-04-14 09:20:30,,Bandra,5.2,failed
DEL-7141,ORD-100178,RDR-028,2024-04-14 07:36:12,,Bandra,2.2,failed
DEL-7142,ORD-100179,RDR-021,2024-04-14 18:59:10,2024-04-14 19:49:10,South Delhi,7.4,success
DEL-7143,ORD-100180,RDR-001,2024-04-14 07:50:16,,HSR Layout,5.1,failed
DEL-7144,ORD-100181,RDR-021,2024-04-14 19:05:41,2024-04-14 20:20:41,Whitefield,2.9,success
DEL-7145,ORD-100182,RDR-008,2024-04-14 13:37:33,2024-04-14 14:18:33,Kurla,6.1,success
DEL-7146,ORD-100183,RDR-021,2024-04-14 23:32:42,2024-04-15 00:35:42,Karol Bagh,7.3,success
DEL-7147,ORD-100184,RDR-017,2024-04-14 14:50:14,2024-04-14 15:40:14,HSR Layout,7.2,success
DEL-7148,ORD-100186,RDR-016,2024-04-14 18:29:45,2024-04-14 19:25:45,North Delhi,6.4,success
DEL-7149,ORD-100188,RDR-005,2024-04-14 14:34:44,,Karol Bagh,7.2,failed
DEL-7150,ORD-100189,RDR-022,2024-04-14 22:40:48,2024-04-14 23:38:48,Kurla,8.0,success
DEL-7151,ORD-100190,RDR-001,2024-04-14 07:17:44,2024-04-14 08:21:44,Lajpat Nagar,5.8,success
DEL-7152,ORD-100191,RDR-007,2024-04-14 20:55:06,2024-04-14 21:46:06,Bandra,2.4,success
DEL-7153,ORD-100193,RDR-002,2024-04-14 09:59:46,2024-04-14 11:13:46,Hebbal,6.3,success
DEL-7154,ORD-100194,RDR-021,2024-04-14 12:19:41,,Hebbal,6.6,failed
DEL-7155,ORD-100195,RDR-003,2024-04-14 10:21:44,,Rohini,4.1,failed
DEL-7156,ORD-100196,RDR-027,2024-04-14 17:30:45,,Kurla,2.0,failed
DEL-7157,ORD-100197,RDR-013,2024-04-14 08:26:41,2024-04-14 09:21:41,Andheri West,5.5,success
DEL-7158,ORD-100198,RDR-021,2024-04-14 10:04:28,2024-04-14 10:56:28,Andheri West,4.9,success
DEL-7159,ORD-100199,RDR-026,2024-04-14 17:33:52,2024-04-14 18:15:52,North Delhi,6.8,success
DEL-7160,ORD-100200,RDR-015,2024-04-14 18:55:06,2024-04-14 20:04:06,Jayanagar,7.2,success
DEL-7161,ORD-100201,RDR-020,2024-04-14 11:57:00,,Whitefield,3.9,failed
DEL-7162,ORD-100202,RDR-023,2024-04-14 15:58:21,2024-04-14 16:30:21,Hebbal,2.5,success
DEL-7163,ORD-100203,RDR-001,2024-04-14 19:36:43,2024-04-14 20:50:43,Hebbal,4.0,success
DEL-7164,ORD-100204,RDR-002,2024-04-14 10:33:24,2024-04-14 11:06:24,Indiranagar,6.3,success
