row_id,order_id,customer_id,sales
4094,CA-2015-102491,KW-16435,3080.0
263,US-2014-106992,SB-20290,3059.98
978,CA-2017-159366,BW-11110,3059.98
8750,US-2015-163825,LC-16885,3050.38
1455,CA-2016-133711,MC-17425,3040.0
9661,CA-2016-160717,ME-17320,3023.93
516,CA-2017-127432,AD-10180,2999.95
5563,CA-2017-133263,JE-15610,2999.95
8103,CA-2015-149846,SB-20185,2973.32
8313,US-2017-105935,BD-11500,2939.93
3071,CA-2014-119375,YC-21895,2934.33
6100,CA-2017-100111,SV-20365,2888.13
6869,US-2016-126452,SC-20230,2887.06
4620,CA-2017-145219,RM-19675,2879.95
1792,CA-2014-120474,RP-19390,2807.84
8237,CA-2017-102204,CJ-12010,2803.92
9413,CA-2015-164777,SC-20305,2803.92
3056,US-2015-100377,TS-21370,2799.96
3984,CA-2016-135265,CC-12370,2799.96
5127,CA-2014-160766,DM-13015,2799.96
9930,CA-2016-129630,IM-15055,2799.96
5711,US-2015-160857,NW-18400,2799.94
6210,CA-2017-119809,YS-21880,2793.53
488,CA-2014-154627,SA-20830,2735.95
995,CA-2014-117639,MW-18235,2715.93
2849,CA-2017-157854,DM-13345,2690.97
8469,US-2016-164196,AS-10285,2678.94
8893,CA-2015-111038,LC-16960,2676.67
2568,CA-2017-123967,SF-20200,2665.62
7580,CA-2015-123113,AT-10735,2625.12
4129,CA-2014-127299,JL-15835,2624.99
9057,CA-2015-160227,ED-13885,2621.32
3987,CA-2017-112333,KF-16285,2591.56
1806,US-2016-116729,GK-14620,2575.94
7475,CA-2014-167199,ME-17320,2573.82
6885,CA-2015-120677,BD-11320,2567.84
8272,CA-2016-169670,JE-15715,2563.06
3012,CA-2017-134845,SR-20425,2549.99
6011,CA-2015-135580,CL-12565,2548.56
7281,CA-2015-162782,PW-19240,2541.98
264,US-2014-106992,SB-20290,2519.96
7938,CA-2017-166093,RW-19540,2518.29
3444,CA-2017-168858,JD-16150,2504.74
5531,CA-2017-160885,JK-16090,2479.96
1439,CA-2015-139731,JE-15745,2453.43
3581,CA-2016-104157,MT-17815,2430.08
9949,CA-2017-121559,HW-14935,2405.2
4866,CA-2017-122490,TT-21070,2404.7
6902,US-2017-135013,HR-14830,2399.96
7174,US-2017-141677,HK-14890,2399.96
2625,CA-2017-127180,TA-21385,2399.6
2419,CA-2016-107202,LC-16930,2396.4
400,CA-2016-108987,AG-10675,2396.27
3570,CA-2017-168109,JK-15640,2395.2
5991,US-2017-163300,ES-14020,2357.49
5627,CA-2014-126683,PP-18955,2348.82
5007,CA-2015-169796,Dp-13240,2321.9
5321,US-2017-162558,Dp-13240,2314.12
1002,CA-2015-124891,RH-19495,2309.65
6117,US-2016-113677,CM-12655,2279.96
5301,CA-2016-113831,AH-10690,2275.5
6102,CA-2017-100111,SV-20365,2254.41
4882,CA-2017-143567,TB-21175,2249.91
7488,US-2015-134558,PM-19135,2249.91
1156,CA-2014-136567,PS-19045,2244.48
8700,CA-2017-119284,TS-21205,2239.94
9775,CA-2014-169019,LF-17185,2177.58
8425,CA-2017-150091,NP-18670,2154.9
6535,CA-2014-128209,GT-14710,2152.78
8681,CA-2016-143805,JD-15895,2104.55
6468,CA-2016-163804,DB-13270,2079.4
950,US-2017-110576,RB-19795,2065.32
3629,CA-2014-169726,JH-15985,2060.74
3044,CA-2017-149559,KF-16285,2054.27
8169,CA-2017-107174,AB-10060,2036.86
9616,CA-2014-128524,MZ-17515,2033.58
3151,CA-2015-147830,NF-18385,2025.36
9491,CA-2017-111738,CM-12385,2022.27
5919,US-2015-126977,PF-19120,2003.92
6880,CA-2015-137113,TW-21025,2003.92
3771,CA-2016-155530,CM-12160,2003.52
8270,CA-2017-121790,LP-17095,2003.17
245,CA-2014-131926,DW-13480,2001.86
5757,CA-2014-163748,HG-15025,1999.96
6528,CA-2016-157791,CA-11965,1999.96
807,CA-2014-134313,RA-19915,1983.97
1445,CA-2016-133725,KL-16645,1979.93
2661,CA-2017-123372,DG-13300,1979.89
5302,CA-2016-113831,AH-10690,1979.7
150,CA-2016-114489,JE-16165,1951.84
1220,US-2017-118087,SP-20620,1931.96
1702,CA-2015-114069,ND-18370,1931.04
911,CA-2017-137596,BE-11335,1928.78
8891,CA-2016-147256,FC-14245,1927.59
9948,CA-2017-121559,HW-14935,1925.88
2768,CA-2017-167752,RW-19690,1924.16
2710,CA-2015-121797,CC-12145,1919.98
3299,CA-2017-136308,MW-18235,1919.98
6882,CA-2015-137113,TW-21025,1913.4
4992,US-2017-122714,HG-14965,1889.99
7510,US-2017-161935,JL-15835,1889.95
2549,US-2015-128090,JM-15865,1879.96
7133,CA-2017-141439,TT-21460,1879.96
8994,CA-2017-159100,VP-21760,1875.26
7847,CA-2015-125976,JK-15205,1871.88
7330,US-2014-131275,SC-20050,1856.19
1434,CA-2014-120768,IM-15070,1819.86
4429,CA-2017-119452,CL-12565,1805.88
2535,US-2017-117723,DL-13495,1801.63
4056,CA-2014-122931,SM-20950,1801.63
5186,CA-2015-134719,JD-15790,1801.63
3152,CA-2015-147830,NF-18385,1799.99
393,US-2014-135972,JG-15115,1799.97
8800,CA-2014-116666,KT-16480,1799.97
3385,CA-2015-130659,MS-17365,1799.75
1897,CA-2017-141789,AC-10450,1793.98
4861,CA-2016-101546,GK-14620,1793.98
9034,CA-2014-152268,SC-20095,1793.98
5067,CA-2017-142090,SC-20380,1781.68
7766,US-2017-118941,BB-11545,1779.9
6632,CA-2016-105081,JE-15715,1747.25
168,CA-2014-139892,BM-11140,1740.06
6296,CA-2014-141313,AJ-10780,1737.18
1757,CA-2015-135622,TT-21460,1718.4
11,CA-2014-115812,BH-11710,1706.18
3296,CA-2017-113418,CM-12655,1704.89
1251,CA-2017-115602,DJ-13630,1704.56
1712,CA-2017-123491,JK-15205,1702.12
6176,CA-2015-158421,GB-14575,1690.04
3571,CA-2017-168109,JK-15640,1687.8
7680,CA-2014-133592,KM-16375,1687.8
7115,US-2016-102239,LW-16990,1685.88
3892,US-2016-163881,SP-20860,1684.75
8452,CA-2014-131387,AI-10855,1679.96
9368,CA-2014-108147,RD-19480,1676.88
7998,US-2017-105998,CR-12580,1673.18
1517,CA-2017-148446,MC-17845,1669.6
3589,CA-2017-158729,AC-10450,1665.62
722,CA-2016-142335,MP-17965,1652.94
6877,US-2016-121013,MM-17920,1652.94
5426,CA-2016-153598,NM-18520,1649.95
8302,US-2017-167318,GZ-14545,1649.95
9514,CA-2016-125220,BE-11410,1649.75
5435,CA-2015-160171,RM-19675,1640.7
6839,CA-2017-107517,FC-14335,1640.7
2929,US-2017-120390,TH-21550,1633.19
3184,CA-2017-152912,BM-11650,1633.14
2861,CA-2017-138975,SC-20380,1628.82
9636,CA-2014-151330,TC-21295,1628.82
7085,CA-2017-118724,AR-10825,1626.19
2392,US-2015-127040,SG-20605,1619.91
1014,US-2015-126214,JS-15880,1618.37
7899,CA-2017-128363,DC-12850,1614.58
2021,CA-2016-168354,RH-19510,1606.23
4209,CA-2014-145387,AM-10705,1604.9
2857,CA-2016-128594,DJ-13510,1603.14
5870,CA-2016-152247,MA-17995,1603.14
4640,CA-2016-102162,JF-15565,1599.92
4356,CA-2015-155600,RO-19780,1598.06
9494,CA-2016-105207,BO-11350,1592.85
9404,CA-2016-105459,NP-18700,1591.02
2057,CA-2017-120376,TP-21130,1586.69
2358,US-2014-148838,CP-12340,1579.75
3567,CA-2017-103877,RD-19660,1577.94
9274,CA-2017-146983,AH-10210,1577.94
4137,CA-2017-105914,PV-18985,1575.14
1546,CA-2014-150245,PC-18745,1573.49
7687,CA-2016-169838,BB-11545,1568.61
6851,US-2016-100461,JO-15145,1565.88
9149,US-2016-165505,CB-12535,1564.29
8454,CA-2016-125087,TH-21115,1554.94
2354,CA-2015-111514,SC-20260,1552.83
7650,CA-2015-101889,DB-13120,1548.99
6114,CA-2016-124590,SP-20920,1537.07
2942,CA-2017-155880,JD-16150,1526.56
5311,CA-2017-131254,NC-18415,1525.19
6559,CA-2015-166947,EB-13750,1522.64
5189,CA-2015-115567,ZC-21910,1516.2
9222,CA-2017-103212,MH-18025,1504.52
248,CA-2014-131926,DW-13480,1503.25
5017,CA-2014-153850,TH-21100,1502.38
9674,CA-2016-114867,FM-14290,1499.97
7473,CA-2016-139997,EM-14140,1499.95
7815,US-2017-109316,MG-17680,1497.67
5613,CA-2017-121027,HW-14935,1496.16
378,US-2017-134481,AR-10405,1488.42
5813,US-2015-163279,JD-16150,1487.98
4378,CA-2014-166954,BT-11305,1487.04
7526,CA-2014-125731,CL-12565,1487.04
5460,CA-2017-116680,PK-19075,1478.27
6111,CA-2016-124590,SP-20920,1474.8
9187,CA-2017-156776,JL-15505,1473.1
6235,US-2017-142188,JF-15415,1471.96
3828,CA-2017-141733,RW-19540,1458.65
8563,CA-2016-123540,DJ-13420,1454.9
2190,CA-2017-143063,IL-15100,1454.49
5764,CA-2015-162047,FH-14365,1448.82
2756,CA-2015-155306,GA-14515,1447.65
3591,CA-2017-146535,FM-14290,1443.96
1812,CA-2014-132612,FO-14305,1441.3
1834,CA-2017-162691,AS-10045,1439.98
1987,CA-2016-147417,CB-12415,1439.98
6201,CA-2015-146675,SB-20185,1439.97
8925,CA-2016-168032,DF-13135,1439.97
1831,CA-2017-145884,SL-20155,1439.92
9198,CA-2014-103310,GM-14680,1432.0
3940,US-2016-143448,MH-17455,1424.9
3481,CA-2016-131289,SP-20620,1421.66
6640,CA-2014-108609,AJ-10780,1421.66
7453,CA-2017-105669,SJ-20125,1415.76
3427,CA-2015-153381,DE-13255,1408.1
2559,CA-2015-147788,TM-21010,1406.86
6918,CA-2014-124247,SH-20635,1403.92
9760,CA-2016-146913,SF-20965,1403.92
7521,US-2017-167920,JL-15835,1399.98
2573,CA-2016-155845,CM-12235,1399.94
815,CA-2017-143686,PJ-19015,1399.93
2299,CA-2015-113145,VD-21670,1399.93
5796,CA-2014-124856,LD-17005,1395.54
1977,CA-2014-110408,AS-10225,1394.95
1023,CA-2015-124450,GT-14710,1379.92
8209,CA-2015-141565,BG-11035,1369.76
8633,CA-2016-107783,OT-18730,1369.76
5162,CA-2014-111192,TS-21430,1367.84
793,CA-2016-105256,JK-15730,1363.96
1047,CA-2016-169103,ZC-21910,1363.96
6765,CA-2016-144764,RL-19615,1362.9
3800,CA-2017-147760,KL-16555,1359.96
5056,CA-2015-141243,AH-10465,1352.4
7649,CA-2016-138968,FC-14335,1352.03
7194,CA-2016-110492,JS-15880,1350.12
9399,CA-2014-125997,MW-18220,1349.91
2603,CA-2016-165848,EN-13780,1349.85
2540,CA-2015-113404,EM-13810,1348.7
4520,CA-2017-107167,ND-18460,1347.52
6049,CA-2015-105571,CP-12340,1345.49
413,CA-2017-117457,KH-16510,1336.83
7388,CA-2016-105732,AG-10270,1336.44
558,CA-2016-113243,OT-18730,1335.68
4459,CA-2017-105851,SE-20110,1332.5
2674,CA-2014-126403,RR-19525,1325.85
4938,CA-2014-157147,BD-11605,1325.85
5560,US-2015-114741,IL-15100,1325.85
4988,CA-2016-149279,CL-12700,1325.76
5639,CA-2014-154893,GM-14440,1325.76
8010,CA-2015-110863,AA-10645,1323.9
1181,CA-2014-128146,DB-13060,1322.93
2478,CA-2017-102750,GM-14695,1322.35
5517,US-2016-138408,KC-16255,1319.96
7228,CA-2017-127397,ES-14080,1319.8
5142,CA-2016-111213,FP-14320,1317.49
7647,US-2014-115196,DL-12925,1299.99
6101,CA-2017-100111,SV-20365,1299.66
811,CA-2014-151995,ZC-21910,1298.55
7607,CA-2016-101791,BS-11665,1297.37
2114,CA-2015-164882,SG-20080,1295.84
555,CA-2017-100650,DK-13225,1295.78
8799,US-2016-150140,VM-21685,1294.75
5871,CA-2016-128223,EB-13705,1293.49
2655,CA-2017-112515,AS-10225,1292.94
3371,CA-2016-134887,TB-21280,1287.45
8587,CA-2017-162015,KB-16240,1287.45
8735,CA-2017-116988,PW-19030,1287.45
1954,CA-2017-157987,AC-10615,1282.41
7329,US-2014-131275,SC-20050,1279.97
4454,CA-2016-147137,AA-10645,1279.17
464,CA-2016-109869,TN-21040,1272.63
8761,CA-2016-159891,BF-11170,1270.99
4941,CA-2015-156482,IL-15100,1268.82
2988,CA-2016-139269,JB-16045,1267.65
1022,CA-2015-124450,GT-14710,1267.53
8232,CA-2016-162355,PF-19165,1266.86
1626,CA-2015-157084,JG-15160,1265.85
4890,CA-2016-163167,RF-19345,1263.3
7066,CA-2014-106726,RS-19765,1261.33
4391,CA-2017-111556,CD-11920,1259.97
3733,CA-2015-109575,KH-16630,1259.93
5632,CA-2014-127614,NF-18385,1256.22
8181,CA-2015-119879,SS-20410,1252.7
1644,CA-2015-111829,FH-14365,1247.64
6505,CA-2017-128265,VW-21775,1247.64
1837,CA-2017-122693,NH-18610,1245.86
881,CA-2017-111689,HP-14815,1242.9
820,CA-2014-140858,CA-12775,1228.47
8782,CA-2015-133585,CM-12715,1228.0
4116,CA-2016-163573,AC-10450,1219.96
2610,CA-2014-127446,MC-17590,1218.74
1583,CA-2015-131338,NP-18325,1217.57
8833,CA-2015-153423,SW-20455,1217.57
5927,US-2014-118997,RA-19885,1215.92
5150,CA-2014-141796,JG-15160,1214.85
2258,CA-2017-105214,TS-21610,1212.96
9429,CA-2014-152100,VW-21775,1212.96
1487,CA-2015-140410,CM-12655,1212.85
7633,US-2017-158526,KH-16360,1207.84
3485,CA-2014-124688,CC-12610,1202.94
407,CA-2017-117457,KH-16510,1199.98
596,CA-2014-131450,LR-16915,1199.98
754,CA-2016-110499,YC-21895,1199.98
4813,CA-2016-121370,EB-14110,1199.98
7698,CA-2017-151799,BF-11170,1199.98
6063,CA-2015-111780,RA-19285,1199.96
910,CA-2017-137596,BE-11335,1199.8
6152,CA-2014-111871,EK-13795,1198.33
7459,CA-2015-137974,LL-16840,1196.86
5652,CA-2017-142342,AJ-10795,1194.17
216,CA-2015-146262,VW-21775,1188.0
7841,US-2014-137869,CV-12295,1184.72
3588,CA-2017-121839,MH-18115,1169.69
991,CA-2015-153549,SL-20155,1166.92
6271,CA-2017-102379,BB-11545,1159.06
5772,CA-2015-103835,SC-20440,1158.12
6989,CA-2017-158561,BB-11545,1158.12
2221,CA-2017-130841,MH-17620,1145.6
1250,CA-2017-115602,DJ-13630,1141.94
870,CA-2016-158099,PK-18910,1141.47
2841,US-2014-125521,CK-12325,1139.92
2484,CA-2017-126067,KN-16705,1137.75
5867,US-2014-117968,RS-19420,1133.35
8784,CA-2016-116911,JD-16150,1128.39
1828,CA-2016-109344,CH-12070,1127.98
519,CA-2017-127432,AD-10180,1126.02
4889,CA-2016-163167,RF-19345,1126.02
9566,CA-2014-130428,TG-21640,1125.49
3119,CA-2015-121720,JE-15610,1123.92
9144,US-2017-166688,RD-19480,1123.13
552,CA-2016-136406,BD-11320,1121.57
2274,CA-2015-142944,JL-15850,1119.98
8936,CA-2017-130036,BP-11185,1119.89
2511,CA-2016-136812,AW-10930,1117.92
4727,CA-2014-119151,MP-18175,1117.92
4897,CA-2016-135776,EH-13765,1117.92
6688,CA-2015-165162,HG-15025,1117.92
2405,CA-2017-108574,MG-18145,1115.91
9060,CA-2016-132304,AR-10825,1115.17
282,US-2015-161991,SC-20725,1114.4
943,CA-2016-142958,RW-19630,1114.27
1049,CA-2014-139192,LC-16885,1113.5
68,CA-2014-106376,BS-11590,1113.02
9173,US-2016-155768,LB-16795,1112.94
1082,CA-2015-110016,BT-11395,1106.91
4284,CA-2014-103100,AB-10105,1103.97
2477,CA-2016-114972,PF-19225,1101.48
1253,CA-2015-154956,IM-15070,1099.96
9430,CA-2015-166219,BP-11185,1099.96
5926,CA-2017-150420,GD-14590,1099.5
36,CA-2016-117590,GH-14485,1097.54
9505,CA-2016-113607,PW-19030,1091.93
3392,CA-2014-166471,MG-17650,1091.17
9235,CA-2016-126732,LR-16915,1091.17
1003,CA-2015-124891,RH-19495,1090.78
1376,CA-2014-126361,VD-21670,1089.75
5729,CA-2017-117324,JP-15520,1089.75
1200,CA-2016-130946,ZC-21910,1088.79
2819,CA-2015-104626,DR-12940,1088.76
9926,CA-2015-159534,DH-13075,1087.94
3787,CA-2016-144218,JD-15895,1085.42
8275,CA-2017-164112,ND-18460,1085.42
9867,US-2015-116981,SM-20950,1085.42
300,CA-2016-142545,JD-15895,1082.48
9713,CA-2014-114251,MD-17350,1080.1
8124,CA-2014-138128,FP-14320,1079.98
9579,CA-2017-152975,RB-19705,1079.85
9289,US-2017-165456,TB-21625,1079.32
2794,CA-2014-154599,KN-16450,1075.09
2359,US-2014-148838,CP-12340,1071.58
9408,CA-2017-162789,LC-17140,1071.0
1127,US-2014-147627,HL-15040,1067.94
6845,CA-2016-123946,AJ-10795,1059.12
3819,CA-2015-102582,NW-18400,1056.86
8555,CA-2016-102092,PM-18940,1056.86
7489,US-2015-134558,PM-19135,1053.16
3834,CA-2014-105984,MY-18295,1049.97
5684,CA-2014-164315,RD-19585,1049.93
6576,CA-2017-123085,EJ-13720,1049.44
639,CA-2016-115917,RB-19465,1049.2
4247,CA-2017-117702,LS-16975,1049.2
1728,US-2017-164056,FM-14215,1048.35
25,CA-2015-106320,EB-13870,1044.63
1563,US-2017-102890,SG-20470,1044.63
370,CA-2016-155516,MK-17905,1043.92
5616,CA-2016-158001,JP-15460,1040.8
6364,CA-2017-110443,CK-12205,1039.99
7770,CA-2016-155978,TS-21205,1039.73
283,CA-2015-130890,JO-15280,1038.84
3125,CA-2015-121720,JE-15610,1036.62
7456,CA-2016-137743,KH-16360,1036.62
8478,CA-2015-145758,BF-11020,1035.8
55,CA-2016-105816,JM-15265,1029.95
5395,US-2014-123183,GR-14560,1025.88
1464,CA-2016-152289,LC-16930,1024.72
1989,CA-2015-127509,AS-10090,1024.38
374,US-2014-119137,AG-10900,1023.94
9788,CA-2017-144491,CJ-12010,1023.33
3045,CA-2015-135174,BP-11230,1022.97
1670,US-2015-157154,MM-17920,1018.1
2240,CA-2016-146633,TG-21310,1016.79
3769,CA-2014-153913,KB-16585,1013.83
2877,US-2016-167339,TD-20995,1013.49
7082,CA-2016-106950,JE-15715,1012.68
437,CA-2016-147375,PO-19180,1007.98
6579,CA-2014-103660,MW-18220,1007.94
949,US-2017-110576,RB-19795,1007.23
1631,CA-2016-106530,CL-12565,1006.06
1506,CA-2015-153388,PC-19000,1004.98
409,CA-2017-117457,KH-16510,1004.02
2482,CA-2017-147956,AH-10210,1003.62
5157,CA-2017-163006,GH-14410,1001.58
6908,CA-2016-140249,SW-20455,1001.58
1614,CA-2017-138380,YS-21880,1000.02
6211,CA-2017-119809,YS-21880,1000.02
4073,CA-2015-156104,NP-18685,999.98
8179,CA-2016-166429,TG-21310,999.98
2814,CA-2015-135685,MP-18175,999.96
660,CA-2015-146563,CB-12025,999.43
8573,CA-2014-121629,BT-11680,998.85
9943,CA-2014-143371,MD-17350,998.82
2142,CA-2014-159520,GT-14635,991.76
3824,CA-2015-140984,CC-12685,991.2
7251,CA-2015-158491,BP-11155,989.97
3078,CA-2014-143903,KM-16375,981.37
534,CA-2016-168753,RL-19615,979.95
1586,CA-2015-131338,NP-18325,979.95
7320,CA-2017-100097,MN-17935,979.95
9728,CA-2017-167395,KM-16720,979.95
4069,CA-2014-102673,KH-16630,978.84
1493,CA-2017-166436,TS-21370,977.29
4851,CA-2014-107818,MC-17275,975.92
4881,CA-2017-143567,TB-21175,975.92
6439,US-2017-113992,LC-16885,974.99
7150,CA-2015-166583,VD-21670,971.88
4402,CA-2016-131737,GZ-14470,971.5
8569,CA-2016-162390,DP-13105,968.74
5291,CA-2014-146283,KT-16465,966.7
4442,US-2016-111290,DK-13375,965.85
3146,CA-2017-131828,CS-11845,963.14
6487,CA-2015-120621,JW-16075,962.08
289,CA-2016-112697,AH-10195,961.48
336,CA-2015-137946,DB-13615,959.98
5569,CA-2017-157966,SU-20665,959.98
8821,CA-2017-100622,DK-13090,959.98
2898,US-2016-164630,EB-13975,959.97
4,US-2015-108966,SO-20335,957.58
2404,US-2016-110170,HM-14860,956.66
4267,US-2016-131611,EP-13915,956.66
4720,CA-2015-142601,DE-13255,947.17
9232,CA-2014-148383,RP-19390,946.76
1417,CA-2015-126697,SV-20815,946.34
5727,CA-2015-110548,AH-10690,946.34
6431,CA-2014-165764,SH-20395,945.04
160,CA-2016-114104,NP-18670,944.93
8772,CA-2017-115882,DB-13555,942.78
8950,CA-2017-150910,JL-15130,934.96
1980,CA-2016-112669,KT-16465,933.54
8413,CA-2017-132290,MD-17350,933.41
8236,CA-2017-102204,CJ-12010,933.26
3218,CA-2017-104640,FH-14275,931.18
7531,US-2017-106145,RA-19885,931.18
662,CA-2015-146563,CB-12025,918.79
4496,CA-2017-112753,CC-12670,917.92
6290,US-2015-139675,NF-18595,915.14
7873,CA-2016-101672,DB-12910,915.14
2596,CA-2017-149048,BM-11650,914.97
4386,US-2015-122784,RA-19915,913.43
8363,CA-2017-147207,TS-21655,913.43
1375,CA-2015-120362,CA-12265,912.75
3838,CA-2014-126760,KM-16720,911.98
12,CA-2014-115812,BH-11710,911.42
4495,CA-2014-150798,JK-15730,909.72
1906,CA-2017-154410,MD-17860,909.12
7184,CA-2017-128853,JM-15250,908.82
8,CA-2014-115812,BH-11710,907.15
7545,US-2017-112347,BS-11380,906.68
3007,CA-2017-116519,CR-12730,904.9
4595,CA-2016-129868,MC-18130,902.71
8370,CA-2016-118745,SV-20365,902.71
4401,CA-2016-131737,GZ-14470,901.95
8395,CA-2016-142594,EJ-14155,901.95
2016,CA-2016-145905,AM-10705,900.08
3505,CA-2016-150945,JK-16120,900.08
9618,CA-2017-160633,BS-11380,899.98
3705,CA-2015-104941,DH-13075,899.97
5342,CA-2015-146486,DV-13465,899.95
461,CA-2015-109638,JH-15985,899.91
5726,CA-2015-103933,DR-12880,899.91
6408,CA-2017-161774,GT-14710,899.43
9348,CA-2017-109085,CK-12325,899.43
190,CA-2015-102281,MP-17470,899.14
1368,US-2017-155425,AB-10600,899.14
4929,CA-2017-143245,AD-10180,897.15
3325,CA-2014-165309,KD-16270,896.99
9735,CA-2014-114321,NC-18535,896.99
4292,CA-2017-102407,AT-10435,896.33
9834,CA-2017-130302,CY-12745,895.94
1920,US-2017-111423,EH-13765,895.92
2120,CA-2017-155460,RW-19630,895.92
2994,CA-2017-147291,MJ-17740,895.92
4708,CA-2017-138149,WB-21850,895.92
2290,CA-2017-115154,RS-19420,892.98
8055,CA-2015-121188,CB-12025,892.35
1191,CA-2017-117212,BT-11530,892.22
7646,CA-2015-161452,CA-11965,892.22
7058,CA-2016-165330,WB-21850,892.14
7306,CA-2014-137274,MG-18145,890.84
1190,CA-2017-117212,BT-11530,889.54
6184,CA-2015-158421,GB-14575,887.84
7594,CA-2016-158778,DB-13210,887.27
9118,CA-2017-153045,NS-18505,887.27
4251,CA-2014-168130,BS-11365,887.1
5883,CA-2016-133935,JW-15220,885.53
709,CA-2014-112158,DP-13165,883.92
2660,CA-2015-135538,HR-14830,883.84
6709,CA-2015-123141,GZ-14470,883.84
2202,US-2014-165659,LT-17110,881.93
9250,CA-2016-127761,SW-20275,881.93
3750,CA-2017-161956,DR-12880,879.98
3825,CA-2015-140984,CC-12685,879.98
7784,CA-2016-162236,ER-13855,876.3
1469,CA-2017-139199,DK-12835,872.94
7691,US-2017-128951,RS-19420,872.94
2024,CA-2016-168354,RH-19510,872.32
6566,CA-2014-166086,CT-11995,872.32
6474,CA-2016-113292,DB-13060,871.8
4270,US-2017-124821,AM-10705,871.4
2521,CA-2016-124352,CD-12790,868.59
7397,CA-2016-110975,DB-12970,866.65
425,CA-2017-155705,NF-18385,866.4
5754,CA-2016-118514,LC-17050,866.4
4683,CA-2016-127698,MV-18190,863.93
1261,CA-2017-117079,JR-15700,863.88
1923,CA-2016-156685,SC-20230,863.64
4265,US-2016-131611,EP-13915,863.13
8168,CA-2016-144148,AH-10690,863.13
6930,CA-2016-140382,RD-19900,862.34
7953,CA-2015-145814,KD-16345,861.76
3996,CA-2015-105627,DK-12895,860.93
5506,CA-2017-127782,TH-21115,859.2
6041,CA-2017-122364,FA-14230,859.2
9332,CA-2016-108056,ES-14080,859.2
2641,CA-2017-108441,SB-20170,858.24
8915,US-2016-144057,CV-12805,856.66
1031,CA-2014-163552,LA-16780,854.94
1203,CA-2016-114727,LS-16945,854.35
4023,CA-2014-154963,AA-10645,853.93
8961,CA-2017-150266,RO-19780,853.93
1690,CA-2014-142839,TS-21610,853.09
7625,CA-2015-136805,NM-18445,850.5
9704,CA-2017-147032,LB-16795,849.95
9877,US-2017-166324,BE-11455,848.54
1296,CA-2015-138898,JH-16180,845.73
2845,US-2016-162852,BG-11695,845.49
3552,CA-2016-152555,ME-17320,844.12
4662,CA-2015-112130,SV-20785,844.12
5612,CA-2017-121027,HW-14935,843.9
7336,CA-2015-113152,JK-15625,843.9
4435,CA-2016-168893,AP-10915,842.94
9349,CA-2016-114860,DN-13690,842.72
5149,CA-2017-128734,JL-15175,842.38
3873,CA-2015-132486,JF-15355,842.35
925,CA-2016-149797,AH-10075,841.57
3754,CA-2017-161956,DR-12880,841.57
1234,CA-2016-153682,BG-11695,839.99
