item_id,order_id,product_id,quantity,unit_price,discount_percent,is_return
ITEM000131,ORD003440,PROD0086,1,223.97,30,0
ITEM000132,ORD003440,PROD0467,1,765.33,25,0
ITEM000133,ORD002037,PROD0030,1,409.98,0,0
ITEM000134,ORD002037,PROD0166,1,1042.44,0,0
ITEM000135,ORD004330,PROD0015,1,475.65,25,0
ITEM000136,ORD004330,PROD0073,2,117.72,0,0
ITEM000137,ORD004330,PROD0301,1,228.3,15,0
ITEM000138,ORD002808,PROD0211,2,86.05,20,0
ITEM000139,ORD002808,PROD0495,1,80.26,5,0
ITEM000140,ORD002808,PROD0486,2,27.15,0,0
ITEM000141,ORD002808,PROD0328,2,16.3,20,0
ITEM000142,ORD003143,PROD0429,1,147.84,0,0
ITEM000143,ORD002254,PROD0111,4,167.23,10,0
ITEM000144,ORD002985,PROD0033,1,108.6,0,0
ITEM000145,ORD002985,PROD0444,3,9.47,10,0
ITEM000146,ORD002260,PROD0469,1,111.93,15,0
ITEM000147,ORD002260,PROD0366,2,864.56,15,0
ITEM000148,ORD002260,PROD0426,1,105.7,20,0
ITEM000149,ORD004073,PROD0033,1,111.87,20,0
ITEM000150,ORD004073,PROD0294,4,16.28,5,0
ITEM000151,ORD004073,PROD0418,2,1542.73,15,0
ITEM000152,ORD004073,PROD0347,3,17.99,15,0
ITEM000153,ORD004073,PROD0366,1,877.91,0,0
ITEM000154,ORD001897,PROD0176,3,749.16,40,0
ITEM000155,ORD001897,PROD0264,2,33.51,0,0
ITEM000156,ORD003178,PROD0150,-1,444.24,50,1
ITEM000157,ORD003178,PROD0332,-2,1294.2,0,1
ITEM000158,ORD002414,PROD0429,1,143.26,0,0
ITEM000159,ORD002414,PROD0027,1,76.24,0,0
ITEM000160,ORD002414,PROD0297,2,15.04,25,0
ITEM000161,ORD001398,PROD0192,2,220.23,30,0
ITEM000162,ORD001398,PROD0232,3,24.06,20,0
ITEM000163,ORD001398,PROD0315,1,11.17,30,0
ITEM000164,ORD001882,PROD0086,3,236.12,50,0
ITEM000165,ORD001882,PROD0467,1,754.9,10,0
ITEM000166,ORD004332,PROD0500,1,1310.92,15,0
ITEM000167,ORD004332,PROD0054,2,6.36,10,0
ITEM000168,ORD004332,PROD0275,1,109.64,5,0
ITEM000169,ORD003592,PROD0457,1,106.61,30,0
ITEM000170,ORD003592,PROD0237,3,710.1,5,0
ITEM000171,ORD003403,PROD0469,1,112.13,10,0
ITEM000172,ORD003403,PROD0366,1,875.35,10,0
ITEM000173,ORD003044,PROD0475,1,84.47,0,0
ITEM000174,ORD003044,PROD0117,1,367.67,0,0
ITEM000175,ORD004348,PROD0078,1,1597.43,10,0
ITEM000176,ORD004348,PROD0190,1,451.57,0,0
ITEM000177,ORD003444,PROD0114,1,229.61,25,0
ITEM000178,ORD002423,PROD0098,1,61.75,15,0
ITEM000179,ORD002437,PROD0030,1,391.17,5,0
ITEM000180,ORD002437,PROD0177,3,95.8,25,0
ITEM000181,ORD002417,PROD0349,1,683.09,10,0
ITEM000182,ORD002417,PROD0374,1,105.1,10,0
ITEM000183,ORD000579,PROD0485,1,56.98,5,0
ITEM000184,ORD003125,PROD0006,2,5.28,40,0
ITEM000185,ORD003125,PROD0073,1,117.65,10,0
ITEM000186,ORD003148,PROD0153,3,55.51,15,0
ITEM000187,ORD003148,PROD0179,2,377.38,20,0
ITEM000188,ORD003148,PROD0183,2,276.55,25,0
ITEM000189,ORD003148,PROD0006,1,5.41,10,0
ITEM000190,ORD003148,PROD0496,2,7.14,40,0
ITEM000191,ORD000856,PROD0192,1,217.8,0,0
ITEM000192,ORD000856,PROD0430,4,172.67,40,0
ITEM000193,ORD000856,PROD0095,2,518.76,30,0
ITEM000194,ORD000856,PROD0382,1,1490.68,50,0
ITEM000195,ORD003382,PROD0106,3,534.3,25,0
ITEM000196,ORD003382,PROD0137,1,222.28,50,0
ITEM000197,ORD000373,PROD0358,2,29.87,25,0
ITEM000198,ORD000373,PROD0477,1,214.06,20,0
ITEM000199,ORD000373,PROD0106,2,523.73,50,0
ITEM000200,ORD001898,PROD0469,2,112.68,50,0
ITEM000201,ORD001898,PROD0141,1,20.23,30,0
ITEM000202,ORD001394,PROD0097,1,523.01,50,0
ITEM000203,ORD001394,PROD0379,2,14.71,50,0
ITEM000204,ORD001394,PROD0349,2,668.7,15,0
ITEM000205,ORD001394,PROD0184,1,27.18,25,0
ITEM000206,ORD001394,PROD0141,1,19.28,15,0
ITEM000207,ORD002973,PROD0497,1,52.04,40,0
ITEM000208,ORD002973,PROD0469,2,115.15,10,0
ITEM000209,ORD002973,PROD0429,2,143.57,40,0
ITEM000210,ORD002973,PROD0289,1,283.34,5,0
ITEM000211,ORD002973,PROD0192,1,223.8,15,0
ITEM000212,ORD001243,PROD0267,2,51.02,40,0
ITEM000213,ORD002256,PROD0467,4,743.57,50,0
ITEM000214,ORD002256,PROD0208,2,471.31,10,0
ITEM000215,ORD002256,PROD0006,1,5.53,50,0
ITEM000216,ORD002256,PROD0242,2,4.57,10,0
ITEM000217,ORD003948,PROD0472,3,285.45,50,0
ITEM000218,ORD003948,PROD0132,3,67.73,5,0
ITEM000219,ORD003948,PROD0124,1,1210.27,0,0
ITEM000220,ORD003948,PROD0315,2,11.28,25,0
ITEM000221,ORD000230,PROD0006,2,5.48,50,0
ITEM000222,ORD000230,PROD0389,1,144.06,20,0
ITEM000223,ORD002624,PROD0297,1,15.48,15,0
ITEM000224,ORD002624,PROD0018,1,1109.47,50,0
ITEM000225,ORD002554,PROD0148,3,38.07,0,0
ITEM000226,ORD002554,PROD0244,3,253.07,20,0
ITEM000227,ORD002433,PROD0228,2,118.8,15,0
ITEM000228,ORD002433,PROD0263,1,65.11,15,0
ITEM000229,ORD002433,PROD0031,1,306.45,40,0
ITEM000230,ORD002433,PROD0334,1,24.23,30,0
ITEM000231,ORD002433,PROD0001,3,277.99,30,0
ITEM000232,ORD001848,PROD0078,3,1633.49,50,0
ITEM000233,ORD001848,PROD0366,2,888.93,25,0
ITEM000234,ORD002523,PROD0485,1,55.43,40,0
ITEM000235,ORD002523,PROD0086,3,233.56,20,0
ITEM000236,ORD002523,PROD0215,1,15.74,25,0
ITEM000237,ORD002523,PROD0335,3,147.27,10,0
ITEM000238,ORD003057,PROD0045,1,199.47,25,0
ITEM000239,ORD001787,PROD0075,1,14.53,15,0
ITEM000240,ORD001787,PROD0077,1,926.67,25,0
ITEM000241,ORD001787,PROD0208,1,479.01,5,0
ITEM000242,ORD001787,PROD0485,1,55.17,30,0
ITEM000243,ORD001470,PROD0026,2,246.92,0,0
ITEM000244,ORD001470,PROD0134,2,17.57,0,0
ITEM000245,ORD001470,PROD0360,1,489.95,20,0
ITEM000246,ORD000884,PROD0263,4,65.69,5,0
ITEM000247,ORD003694,PROD0230,2,6.58,50,0
ITEM000248,ORD003694,PROD0223,2,151.29,30,0
ITEM000249,ORD003527,PROD0208,3,474.57,0,0
ITEM000250,ORD003527,PROD0181,1,68.38,25,0
ITEM000251,ORD003416,PROD0263,2,66.66,20,0
ITEM000252,ORD004731,PROD0300,-3,20.3,15,1
ITEM000253,ORD004731,PROD0454,-1,16.35,10,1
ITEM000254,ORD001279,PROD0482,1,521.63,15,0
ITEM000255,ORD001279,PROD0030,1,397.09,30,0
ITEM000256,ORD001279,PROD0174,1,110.94,20,0
ITEM000257,ORD001263,PROD0237,1,715.09,0,0
ITEM000258,ORD001263,PROD0136,2,16.79,15,0
ITEM000259,ORD001263,PROD0254,4,7.58,5,0
ITEM000260,ORD001263,PROD0002,1,1490.18,50,0
ITEM000261,ORD001263,PROD0465,1,183.43,10,0
ITEM000262,ORD000390,PROD0160,1,181.07,50,0
ITEM000263,ORD000390,PROD0192,2,226.11,20,0
ITEM000264,ORD003091,PROD0429,-1,144.86,10,1
ITEM000265,ORD003091,PROD0405,-1,1752.59,0,1
ITEM000266,ORD000377,PROD0132,1,64.86,50,0
ITEM000267,ORD000377,PROD0227,1,55.22,40,0
ITEM000268,ORD000377,PROD0347,1,18.84,0,0
ITEM000269,ORD003684,PROD0413,2,389.11,5,0
ITEM000270,ORD003684,PROD0097,1,536.14,5,0
ITEM000271,ORD003684,PROD0335,1,143.99,0,0
ITEM000272,ORD001276,PROD0175,2,513.64,0,0
ITEM000273,ORD001276,PROD0371,3,610.67,5,0
ITEM000274,ORD002039,PROD0482,2,514.74,0,0
ITEM000275,ORD002039,PROD0030,1,395.97,20,0
ITEM000276,ORD002809,PROD0330,1,28.3,0,0
ITEM000277,ORD002809,PROD0022,1,120.54,10,0
ITEM000278,ORD002809,PROD0236,1,854.42,5,0
ITEM000279,ORD002809,PROD0258,2,199.37,25,0
ITEM000280,ORD001388,PROD0232,1,24.75,25,0
ITEM000281,ORD001388,PROD0159,2,49.75,20,0
ITEM000282,ORD001388,PROD0282,1,29.77,25,0
ITEM000283,ORD001388,PROD0485,2,56.61,10,0
ITEM000284,ORD004298,PROD0055,1,59.84,40,0
ITEM000285,ORD004298,PROD0478,2,1473.24,50,0
ITEM000286,ORD004298,PROD0252,1,22.5,50,0
ITEM000287,ORD002430,PROD0299,1,1928.11,30,0
ITEM000288,ORD003288,PROD0014,3,310.8,30,0
ITEM000289,ORD003288,PROD0094,1,13.02,30,0
ITEM000290,ORD003288,PROD0069,1,447.62,0,0
ITEM000291,ORD002035,PROD0282,1,30.42,30,0
ITEM000292,ORD002035,PROD0253,1,90.63,40,0
ITEM000293,ORD002629,PROD0297,1,15.01,5,0
ITEM000294,ORD002629,PROD0179,1,387.94,10,0
ITEM000295,ORD000589,PROD0182,1,835.85,0,0
ITEM000296,ORD000589,PROD0149,1,1196.31,15,0
ITEM000297,ORD000589,PROD0156,1,194.52,40,0
ITEM000298,ORD003436,PROD0366,1,905.82,20,0
ITEM000299,ORD003436,PROD0176,1,735.44,10,0
ITEM000300,ORD001998,PROD0232,2,25.12,0,0
ITEM000301,ORD001998,PROD0111,1,167.96,10,0
ITEM000302,ORD001998,PROD0244,1,247.19,0,0
ITEM000303,ORD001998,PROD0154,1,119.01,30,0
ITEM000304,ORD002761,PROD0106,1,544.51,15,0
ITEM000305,ORD002761,PROD0137,1,227.92,30,0
ITEM000306,ORD002761,PROD0190,1,468.09,0,0
ITEM000307,ORD003685,PROD0137,2,225.35,15,0
ITEM000308,ORD003144,PROD0090,1,1141.19,50,0
ITEM000309,ORD003144,PROD0202,3,6.73,0,0
ITEM000310,ORD003144,PROD0225,2,197.69,5,0
ITEM000311,ORD004070,PROD0220,-2,103.09,10,1
ITEM000312,ORD001527,PROD0199,1,19.13,10,0
ITEM000313,ORD001527,PROD0331,3,84.21,30,0
ITEM000314,ORD001527,PROD0403,1,313.42,15,0
ITEM000315,ORD002346,PROD0219,1,946.61,25,0
ITEM000316,ORD002346,PROD0186,1,36.6,50,0
ITEM000317,ORD002346,PROD0255,1,65.78,50,0
ITEM000318,ORD000379,PROD0467,1,772.93,30,0
ITEM000319,ORD004157,PROD0237,2,729.1,10,0
ITEM000320,ORD004157,PROD0136,1,17.75,0,0
ITEM000321,ORD004157,PROD0225,2,193.89,0,0
ITEM000322,ORD003786,PROD0465,3,180.81,40,0
ITEM000323,ORD003786,PROD0130,1,345.97,0,0
ITEM000324,ORD001393,PROD0211,1,87.12,15,0
ITEM000325,ORD004627,PROD0114,1,231.13,0,0
ITEM000326,ORD004627,PROD0213,2,12.53,50,0
ITEM000327,ORD004627,PROD0097,1,536.42,30,0
ITEM000328,ORD004627,PROD0482,1,518.63,15,0
ITEM000329,ORD004627,PROD0105,1,179.59,25,0
ITEM000330,ORD000882,PROD0444,2,9.44,30,0
ITEM000331,ORD001671,PROD0219,1,993.71,10,0
ITEM000332,ORD001671,PROD0486,1,27.02,25,0
ITEM000333,ORD000917,PROD0105,1,177.07,0,0
ITEM000334,ORD000917,PROD0219,1,948.64,30,0
ITEM000335,ORD000392,PROD0172,2,759.8,5,0
ITEM000336,ORD000392,PROD0173,1,42.95,10,0
ITEM000337,ORD000392,PROD0268,1,149.8,10,0
ITEM000338,ORD000188,PROD0232,1,24.33,0,0
ITEM000339,ORD000188,PROD0219,3,975.52,0,0
ITEM000340,ORD003004,PROD0097,3,533.79,10,0
ITEM000341,ORD001402,PROD0030,2,391.84,20,0
ITEM000342,ORD001402,PROD0177,1,97.95,20,0
ITEM000343,ORD001840,PROD0059,1,32.66,0,0
ITEM000344,ORD001840,PROD0346,1,47.31,5,0
ITEM000345,ORD002429,PROD0177,2,99.54,50,0
ITEM000346,ORD002429,PROD0135,3,154.11,30,0
ITEM000347,ORD002429,PROD0150,3,432.27,10,0
ITEM000348,ORD003961,PROD0282,-1,29.98,0,1
ITEM000349,ORD002503,PROD0330,1,29.24,0,0
ITEM000350,ORD002503,PROD0176,1,746.53,20,0
ITEM000351,ORD002503,PROD0048,1,73.34,0,0
ITEM000352,ORD002503,PROD0101,4,389.88,0,0
ITEM000353,ORD004438,PROD0137,3,221.0,25,0
ITEM000354,ORD004438,PROD0389,1,143.79,0,0
ITEM000355,ORD001103,PROD0389,2,147.23,0,0
ITEM000356,ORD001103,PROD0264,1,32.61,50,0
ITEM000357,ORD002415,PROD0143,2,1510.01,30,0
ITEM000358,ORD002415,PROD0254,1,7.83,15,0
ITEM000359,ORD002041,PROD0275,2,111.84,20,0
ITEM000360,ORD002041,PROD0086,1,223.66,10,0
ITEM000361,ORD001845,PROD0086,1,225.75,25,0
ITEM000362,ORD001845,PROD0467,3,781.39,10,0
ITEM000363,ORD003686,PROD0321,2,277.33,30,0
ITEM000364,ORD002790,PROD0032,1,231.41,0,0
ITEM000365,ORD001389,PROD0086,2,236.54,5,0
ITEM000366,ORD001389,PROD0467,1,768.7,20,0
ITEM000367,ORD001389,PROD0473,1,22.49,10,0
ITEM000368,ORD001389,PROD0370,1,51.33,10,0
ITEM000369,ORD001389,PROD0117,1,367.41,0,0
ITEM000370,ORD002439,PROD0464,-4,343.19,15,1
ITEM000371,ORD001846,PROD0333,4,24.9,10,0
ITEM000372,ORD001846,PROD0293,4,481.36,20,0
ITEM000373,ORD001846,PROD0465,2,175.03,0,0
ITEM000374,ORD003441,PROD0186,1,35.91,0,0
ITEM000375,ORD003441,PROD0469,2,111.29,40,0
ITEM000376,ORD002631,PROD0432,1,292.72,10,0
ITEM000377,ORD002631,PROD0274,1,73.21,25,0
ITEM000378,ORD002631,PROD0269,2,1171.18,0,0
ITEM000379,ORD001530,PROD0101,2,388.32,10,0
ITEM000380,ORD004074,PROD0308,4,20.57,0,0
ITEM000381,ORD004074,PROD0316,3,34.07,40,0
ITEM000382,ORD003385,PROD0427,1,478.2,0,0
ITEM000383,ORD004444,PROD0202,2,7.07,15,0
ITEM000384,ORD004444,PROD0444,1,9.26,10,0
ITEM000385,ORD002547,PROD0442,2,12.07,0,0
ITEM000386,ORD002547,PROD0366,3,890.57,50,0
ITEM000387,ORD002547,PROD0114,2,236.08,10,0
ITEM000388,ORD004334,PROD0414,1,167.38,10,0
ITEM000389,ORD001660,PROD0014,1,318.25,50,0
ITEM000390,ORD004598,PROD0219,1,953.71,20,0
ITEM000391,ORD001828,PROD0263,1,66.37,25,0
ITEM000392,ORD004499,PROD0295,1,248.26,30,0
ITEM000393,ORD004499,PROD0210,2,120.08,10,0
ITEM000394,ORD004499,PROD0067,1,96.83,40,0
ITEM000395,ORD004499,PROD0489,1,37.24,10,0
ITEM000396,ORD002040,PROD0279,1,382.02,10,0
ITEM000397,ORD002040,PROD0128,1,30.48,10,0
ITEM000398,ORD002040,PROD0177,1,98.44,40,0
ITEM000399,ORD002040,PROD0172,1,769.25,10,0
ITEM000400,ORD001020,PROD0227,4,56.81,15,0
ITEM000401,ORD001020,PROD0258,1,201.44,15,0
ITEM000402,ORD001020,PROD0007,1,17.19,15,0
ITEM000403,ORD003293,PROD0175,1,512.35,30,0
ITEM000404,ORD001830,PROD0132,3,66.73,40,0
ITEM000405,ORD001830,PROD0227,4,55.86,20,0
ITEM000406,ORD000582,PROD0137,3,229.85,40,0
ITEM000407,ORD000582,PROD0389,1,141.91,10,0
ITEM000408,ORD000582,PROD0165,3,6.5,0,0
ITEM000409,ORD000388,PROD0072,1,710.6,5,0
ITEM000410,ORD000586,PROD0347,1,18.11,25,0
ITEM000411,ORD000586,PROD0407,3,209.85,15,0
ITEM000412,ORD001957,PROD0053,1,33.25,50,0
ITEM000413,ORD001957,PROD0479,3,39.23,0,0
ITEM000414,ORD001957,PROD0022,1,118.17,10,0
ITEM000415,ORD001957,PROD0371,1,595.61,10,0
ITEM000416,ORD000187,PROD0103,1,20.23,50,0
ITEM000417,ORD000187,PROD0299,2,1902.72,0,0
ITEM000418,ORD000229,PROD0254,1,7.77,50,0
ITEM000419,ORD000229,PROD0465,2,174.04,0,0
ITEM000420,ORD000229,PROD0442,2,11.88,20,0
ITEM000421,ORD000229,PROD0102,1,20.44,5,0
ITEM000422,ORD003395,PROD0432,1,307.41,0,0
ITEM000423,ORD003395,PROD0208,2,456.18,0,0
ITEM000424,ORD003395,PROD0364,1,1846.27,5,0
ITEM000425,ORD004477,PROD0473,3,23.0,25,0
ITEM000426,ORD003852,PROD0181,4,68.04,30,0
ITEM000427,ORD003852,PROD0258,1,202.09,0,0
ITEM000428,ORD002949,PROD0200,1,761.78,20,0
ITEM000429,ORD002949,PROD0371,4,608.64,10,0
ITEM000430,ORD002949,PROD0358,3,29.49,50,0
ITEM000431,ORD002949,PROD0186,1,36.88,25,0
ITEM000432,ORD002949,PROD0100,1,1344.75,20,0
ITEM000433,ORD003879,PROD0030,2,395.32,0,0
ITEM000434,ORD003879,PROD0177,1,98.1,25,0
ITEM000435,ORD003879,PROD0131,2,32.6,25,0
ITEM000436,ORD003879,PROD0086,1,224.13,5,0
ITEM000437,ORD000929,PROD0238,1,47.36,20,0
ITEM000438,ORD002883,PROD0190,1,462.04,15,0
ITEM000439,ORD004442,PROD0234,2,23.4,20,0
ITEM000440,ORD004442,PROD0485,1,56.69,0,0
ITEM000441,ORD004442,PROD0131,2,31.74,0,0
ITEM000442,ORD002122,PROD0330,1,28.59,50,0
ITEM000443,ORD002122,PROD0172,1,753.48,40,0
ITEM000444,ORD002122,PROD0155,2,1102.01,10,0
ITEM000445,ORD004075,PROD0114,2,225.22,15,0
ITEM000446,ORD004075,PROD0479,1,40.63,10,0
ITEM000447,ORD004075,PROD0100,1,1347.89,30,0
ITEM000448,ORD001385,PROD0326,3,64.73,30,0
ITEM000449,ORD001385,PROD0135,2,161.51,0,0
ITEM000450,ORD004433,PROD0156,1,190.75,20,0
ITEM000451,ORD004433,PROD0102,1,20.65,30,0
ITEM000452,ORD004433,PROD0108,1,277.64,0,0
ITEM000453,ORD003060,PROD0132,1,67.3,25,0
ITEM000454,ORD003060,PROD0131,2,32.7,50,0
ITEM000455,ORD003060,PROD0266,1,19.71,25,0
ITEM000456,ORD003428,PROD0432,1,298.93,50,0
ITEM000457,ORD003428,PROD0034,4,6.78,0,0
ITEM000458,ORD002792,PROD0073,2,114.38,15,0
ITEM000459,ORD004382,PROD0202,4,6.81,0,0
ITEM000460,ORD004382,PROD0444,1,9.29,30,0
ITEM000461,ORD004382,PROD0211,1,88.63,20,0
ITEM000462,ORD004382,PROD0129,1,359.33,40,0
ITEM000463,ORD004382,PROD0429,1,144.26,50,0
ITEM000464,ORD001110,PROD0382,3,1511.53,20,0
ITEM000465,ORD001110,PROD0239,1,1409.0,15,0
ITEM000466,ORD001110,PROD0134,3,18.63,10,0
ITEM000467,ORD001110,PROD0203,1,337.13,20,0
ITEM000468,ORD001108,PROD0075,3,14.28,0,0
ITEM000469,ORD001108,PROD0496,2,7.12,0,0
ITEM000470,ORD002981,PROD0432,-1,307.1,15,1
ITEM000471,ORD002297,PROD0207,1,44.34,30,0
ITEM000472,ORD002297,PROD0379,1,15.04,10,0
ITEM000473,ORD002297,PROD0364,2,1827.39,30,0
ITEM000474,ORD002297,PROD0064,4,833.98,0,0
ITEM000475,ORD002856,PROD0132,4,64.49,10,0
ITEM000476,ORD002856,PROD0227,1,56.9,0,0
ITEM000477,ORD002856,PROD0175,1,514.31,10,0
ITEM000478,ORD001278,PROD0389,1,148.17,25,0
