order_id,customer_id,order_date,status,region_code
ORD003178,CUST00539,2024-11-06 10:29:32,RETURNED,NORTH
ORD002414,CUST00400,2024-11-06 16:38:05,DELIVERED,SOUTH
ORD001398,CUST00230,2024-11-07 19:28:10,DELIVERED,WEST
ORD001882,CUST00313,2024-11-07 20:26:56,SHIPPED,SOUTH
ORD004332,CUST00727,2024-11-08 15:48:07,DELIVERED,EAST
ORD003592,CUST00603,2024-11-09 08:44:00,DELIVERED,CENTRAL
ORD003403,,2024-11-09 15:33:09,CANCELLED,WEST
ORD003044,CUST00516,2024-11-09 16:53:38,PLACED,CENTRAL
ORD004348,CUST00730,2024-11-09 22:20:57,DELIVERED,CENTRAL
ORD003444,CUST00575,2024-11-09 23:12:44,PLACED,SOUTH
ORD002423,CUST00401,2024-11-10 15:51:25,DELIVERED,NORTH
ORD002437,CUST00401,2024-11-10 16:36:43,DELIVERED,NORTH
ORD002417,CUST00400,2024-11-12 10:53:47,DELIVERED,SOUTH
ORD000579,CUST00098,2024-11-12 23:03:13,DELIVERED,SOUTH
ORD003125,CUST00530,2024-11-14 08:29:45,DELIVERED,SOUTH
ORD003148,CUST00534,2024-11-17 11:17:25,DELIVERED,WEST
ORD000856,CUST00144,2024-11-18 11:35:56,DELIVERED,CENTRAL
ORD003382,CUST00570,2024-11-18 18:59:33,SHIPPED,WEST
ORD000373,CUST00059,2024-11-19 04:34:39,DELIVERED,NORTH
ORD001898,CUST00315,2024-11-20 10:38:04,CANCELLED,WEST
ORD001394,CUST00230,2024-11-20 14:45:15,DELIVERED,WEST
ORD002973,CUST00503,2024-11-20 17:41:55,DELIVERED,SOUTH
ORD001243,CUST00200,2024-11-21 09:05:19,CANCELLED,CENTRAL
ORD002256,CUST00368,2024-11-22 17:35:59,DELIVERED,NORTH
ORD003948,CUST00664,2024-11-25 05:41:25,CANCELLED,NORTH
ORD000230,CUST00036,2024-11-26 10:00:42,SHIPPED,NORTH
ORD002624,CUST00435,2024-11-26 13:11:11,DELIVERED,EAST
ORD002554,CUST00423,2024-11-26 18:19:39,DELIVERED,WEST
ORD002433,CUST00401,2024-11-27 16:54:32,SHIPPED,NORTH
ORD001848,CUST00307,2024-11-27 19:40:01,PLACED,EAST
ORD002523,CUST00420,2024-11-28 15:33:30,DELIVERED,WEST
ORD003057,CUST00517,2024-11-28 18:10:39,CANCELLED,WEST
ORD001787,CUST00294,2024-11-29 11:48:47,PLACED,NORTH
ORD001470,CUST00246,2024-11-29 21:28:04,DELIVERED,NORTH
ORD000884,CUST00148,2024-11-30 12:54:07,DELIVERED,WEST
ORD003694,CUST00613,2024-12-02 09:50:05,DELIVERED,EAST
ORD003527,CUST00588,2024-12-02 18:53:51,SHIPPED,CENTRAL
ORD003416,CUST00572,2024-12-03 17:02:40,DELIVERED,SOUTH
ORD004731,CUST00797,2024-12-03 17:25:47,RETURNED,NORTH
ORD001279,CUST00205,2024-12-03 19:49:36,DELIVERED,CENTRAL
ORD001263,CUST00203,2024-12-05 18:25:52,CANCELLED,SOUTH
ORD000390,CUST00059,2024-12-06 00:22:40,SHIPPED,NORTH
ORD003091,CUST00523,2024-12-07 15:46:14,RETURNED,EAST
ORD000377,CUST00059,2024-12-08 21:04:30,DELIVERED,NORTH
ORD003684,CUST00613,2024-12-10 11:30:06,CANCELLED,EAST
ORD001276,,2024-12-10 12:34:01,SHIPPED,CENTRAL
ORD002039,CUST00337,2024-12-11 09:45:57,PLACED,SOUTH
ORD002809,CUST00467,2024-12-11 19:45:07,DELIVERED,SOUTH
ORD001388,CUST00230,2024-12-12 03:20:35,DELIVERED,WEST
ORD004298,CUST00721,2024-12-12 03:48:56,CANCELLED,CENTRAL
ORD002430,CUST00401,2024-12-14 05:09:16,DELIVERED,NORTH
ORD003288,CUST00553,2024-12-14 11:45:41,DELIVERED,SOUTH
ORD002035,CUST00337,2024-12-15 08:28:38,CANCELLED,SOUTH
ORD002629,CUST00436,2024-12-15 17:52:12,DELIVERED,SOUTH
ORD000589,CUST00101,2024-12-16 13:23:06,DELIVERED,WEST
ORD003436,CUST00574,2024-12-16 17:11:43,DELIVERED,WEST
ORD001998,CUST00331,2024-12-16 00:00:00,PLACED,NORTH
ORD002761,CUST00460,2024-12-17 09:07:33,DELIVERED,WEST
ORD003685,CUST00613,2024-12-17 18:07:13,CANCELLED,EAST
ORD003144,CUST00533,2024-12-18 00:00:00,PLACED,SOUTH
ORD004070,CUST00681,2024-12-18 16:44:30,RETURNED,NORTH
ORD001527,CUST00255,2024-12-19 07:39:46,DELIVERED,NORTH
ORD002346,CUST00384,2024-12-19 08:26:48,PLACED,EAST
ORD000379,CUST00059,2024-12-20 10:36:03,PLACED,NORTH
ORD004157,CUST00694,2024-12-21 07:47:32,DELIVERED,EAST
ORD003786,CUST00631,2024-12-21 10:24:18,DELIVERED,EAST
ORD001393,CUST00230,2024-12-21 13:59:04,DELIVERED,WEST
ORD004627,CUST00776,2024-12-21 16:34:23,DELIVERED,NORTH
ORD000882,CUST00148,2024-12-22 02:01:39,CANCELLED,WEST
ORD001671,CUST00271,2024-12-22 22:04:49,PLACED,SOUTH
ORD000917,CUST00154,2024-12-24 08:10:59,DELIVERED,EAST
ORD000392,CUST00059,2024-12-24 12:39:18,DELIVERED,NORTH
ORD000188,CUST00030,2024-12-26 00:00:00,DELIVERED,WEST
ORD003004,CUST00509,2024-12-26 13:00:13,DELIVERED,SOUTH
ORD001402,CUST00230,2024-12-26 14:20:24,PLACED,WEST
ORD001840,CUST00307,2024-12-26 18:55:33,SHIPPED,EAST
ORD002429,CUST00401,2024-12-26 19:24:08,DELIVERED,NORTH
ORD003961,CUST00665,2024-12-26 22:08:37,RETURNED,CENTRAL
ORD002503,CUST00417,2024-12-27 20:15:53,CANCELLED,CENTRAL
ORD004438,CUST00745,2024-12-27 20:55:48,DELIVERED,EAST
ORD001103,CUST00181,2024-12-28 08:09:08,SHIPPED,WEST
ORD002415,CUST00400,2024-12-28 13:24:55,SHIPPED,SOUTH
ORD002041,CUST00337,2024-12-29 08:51:43,PLACED,SOUTH
ORD001845,CUST00307,2024-12-29 09:17:21,DELIVERED,EAST
ORD003686,CUST00613,2024-12-29 15:19:59,CANCELLED,EAST
ORD002790,CUST00463,2024-12-30 13:59:21,PLACED,CENTRAL
ORD001389,CUST00230,2024-12-31 11:46:24,DELIVERED,WEST
ORD002439,CUST00401,2024-12-31 17:18:29,RETURNED,NORTH
ORD001846,CUST00307,2025-01-01 05:59:02,SHIPPED,EAST
ORD003441,CUST00575,2025-01-01 09:33:41,DELIVERED,SOUTH
ORD002631,CUST00436,2025-01-01 10:53:33,DELIVERED,SOUTH
ORD001530,CUST00255,2025-01-01 14:20:48,DELIVERED,NORTH
ORD004074,CUST00681,2025-01-01 18:30:58,DELIVERED,NORTH
ORD003385,CUST00570,2025-01-02 14:12:56,DELIVERED,WEST
ORD004444,CUST00745,2025-01-02 19:51:39,CANCELLED,EAST
ORD002547,CUST00423,2025-01-03 08:10:29,DELIVERED,WEST
ORD004334,CUST00727,2025-01-03 14:37:22,CANCELLED,EAST
ORD001660,CUST00271,2025-01-04 14:46:50,PLACED,SOUTH
ORD004598,CUST00773,2025-01-04 17:17:59,CANCELLED,SOUTH
ORD001828,CUST00302,2025-01-06 06:38:29,DELIVERED,NORTH
ORD004499,CUST00755,2025-01-06 12:14:19,DELIVERED,WEST
ORD002040,CUST00337,2025-01-06 15:35:58,DELIVERED,SOUTH
ORD001020,CUST00168,2025-01-06 16:22:31,DELIVERED,EAST
ORD003293,CUST00553,2025-01-06 16:54:23,DELIVERED,SOUTH
ORD001830,CUST00302,2025-01-07 16:12:31,DELIVERED,NORTH
ORD000582,CUST00099,2025-01-07 21:14:58,DELIVERED,CENTRAL
ORD000388,CUST00059,2025-01-08 22:17:59,DELIVERED,NORTH
ORD000586,CUST00099,2025-01-11 09:57:29,DELIVERED,CENTRAL
ORD001957,CUST00324,2025-01-11 12:11:43,SHIPPED,WEST
ORD000187,CUST00030,2025-01-11 14:26:41,PLACED,WEST
ORD000229,CUST00035,2025-01-12 11:37:15,DELIVERED,CENTRAL
ORD003395,CUST00570,2025-01-12 11:48:10,PLACED,WEST
ORD004477,CUST00749,2025-01-12 15:29:00,DELIVERED,WEST
ORD003852,CUST00641,2025-01-12 20:18:25,DELIVERED,NORTH
ORD002949,CUST00499,2025-01-13 14:54:26,PLACED,SOUTH
ORD003879,CUST00648,2025-01-13 20:29:11,DELIVERED,NORTH
ORD000929,CUST00157,2025-01-14 09:38:11,PLACED,SOUTH
ORD002883,CUST00484,2025-01-14 13:05:41,DELIVERED,CENTRAL
ORD004442,CUST00745,2025-01-14 18:05:59,DELIVERED,EAST
ORD002122,CUST00350,2025-01-14 19:24:38,DELIVERED,NORTH
ORD004075,CUST00681,2025-01-15 12:17:35,DELIVERED,NORTH
ORD001385,CUST00230,2025-01-15 15:48:20,DELIVERED,WEST
ORD004433,CUST00744,2025-01-15 16:58:29,SHIPPED,EAST
ORD003060,CUST00517,2025-01-15 19:37:00,DELIVERED,WEST
ORD003428,CUST00574,2025-01-16 15:39:56,DELIVERED,WEST
ORD002792,CUST00463,2025-01-17 18:50:59,DELIVERED,CENTRAL
ORD004382,CUST00735,2025-01-17 19:53:21,DELIVERED,SOUTH
ORD001110,CUST00181,2025-01-17 20:02:47,CANCELLED,WEST
ORD001108,CUST00181,2025-01-18 13:19:25,SHIPPED,WEST
ORD002981,CUST00506,2025-01-18 15:18:54,RETURNED,SOUTH
ORD002297,CUST00374,2025-01-18 19:22:43,DELIVERED,WEST
ORD002856,CUST00476,2025-01-19 15:47:35,DELIVERED,SOUTH
ORD001278,CUST00205,2025-01-19 16:00:24,DELIVERED,CENTRAL
ORD003399,CUST00570,2025-01-20 02:15:43,DELIVERED,WEST
ORD002647,,2025-01-20 11:16:39,DELIVERED,EAST
ORD003602,CUST00604,2025-01-21 08:27:52,SHIPPED,NORTH
ORD004633,,2025-01-21 10:09:57,SHIPPED,NORTH
ORD001525,CUST00254,2025-01-22 19:17:06,DELIVERED,WEST
ORD003452,CUST00576,2025-01-23 12:22:57,DELIVERED,EAST
ORD002374,CUST00390,2025-01-23 00:00:00,CANCELLED,WEST
ORD004518,CUST00758,2025-01-23 21:50:35,DELIVERED,SOUTH
ORD002905,CUST00488,2025-01-24 00:33:36,PLACED,SOUTH
ORD001893,CUST00314,2025-01-24 00:00:00,DELIVERED,CENTRAL
ORD004353,CUST00730,2025-01-25 12:20:48,DELIVERED,CENTRAL
ORD000368,CUST00058,2025-01-26 16:49:55,DELIVERED,SOUTH
ORD001104,CUST00181,2025-01-27 03:51:13,CANCELLED,WEST
ORD003280,CUST00551,2025-01-27 12:01:00,CANCELLED,CENTRAL
ORD002491,CUST00415,2025-01-27 19:12:24,DELIVERED,NORTH
ORD002910,CUST00490,2025-01-28 12:34:50,PLACED,NORTH
ORD002891,CUST00485,2025-01-28 21:32:33,DELIVERED,EAST
ORD002347,CUST00384,2025-01-29 05:07:21,DELIVERED,EAST
ORD001805,CUST00301,2025-01-29 10:46:16,RETURNED,CENTRAL
ORD002786,CUST00463,2025-01-29 19:03:11,DELIVERED,CENTRAL
ORD000183,CUST00028,2025-01-30 09:39:48,CANCELLED,EAST
ORD002848,CUST00476,2025-01-31 21:04:41,CANCELLED,SOUTH
ORD001366,CUST00226,2025-02-01 11:30:04,DELIVERED,CENTRAL
ORD000174,CUST00028,2025-02-01 12:20:00,DELIVERED,EAST
ORD002387,CUST00393,2025-02-02 08:27:44,RETURNED,CENTRAL
ORD002913,CUST00490,2025-02-03 01:38:52,CANCELLED,NORTH
ORD004734,CUST00797,2025-02-03 12:51:28,DELIVERED,NORTH
ORD003788,CUST00631,2025-02-03 15:48:22,DELIVERED,EAST
ORD002824,CUST00470,2025-02-03 19:43:26,DELIVERED,EAST
ORD003155,CUST00534,2025-02-04 00:59:50,SHIPPED,WEST
ORD002623,,2025-02-04 15:47:56,CANCELLED,EAST
ORD001415,CUST00232,2025-02-04 16:14:36,CANCELLED,SOUTH
ORD002383,CUST00393,2025-02-04 20:09:29,DELIVERED,CENTRAL
ORD001698,CUST00275,2025-02-07 08:13:37,PLACED,CENTRAL
ORD002375,CUST00390,2025-02-07 11:00:40,PLACED,WEST
ORD000422,CUST00065,2025-02-07 12:46:50,PLACED,SOUTH
ORD003163,CUST00535,2025-02-07 14:28:01,RETURNED,SOUTH
ORD003005,CUST00509,2025-02-07 23:52:41,DELIVERED,SOUTH
ORD003398,CUST00570,2025-02-08 09:34:55,DELIVERED,WEST
ORD003830,CUST00637,2025-02-08 10:22:31,PLACED,NORTH
ORD001829,CUST00302,2025-02-09 14:38:12,DELIVERED,NORTH
ORD002762,CUST00460,2025-02-09 19:04:44,DELIVERED,WEST
ORD001908,CUST00315,2025-02-10 15:59:38,DELIVERED,WEST
ORD000883,,2025-02-10 17:11:55,CANCELLED,WEST
ORD003496,CUST00585,2025-02-10 21:59:09,DELIVERED,WEST
ORD004512,CUST00758,2025-02-12 08:43:36,DELIVERED,SOUTH
ORD003450,CUST00576,2025-02-13 03:34:03,SHIPPED,EAST
ORD000593,CUST00101,2025-02-13 09:03:57,DELIVERED,WEST
ORD004541,CUST00763,2025-02-14 16:02:14,PLACED,NORTH
ORD001914,CUST00315,2025-02-14 16:05:38,DELIVERED,WEST
ORD001837,CUST00307,2025-02-14 22:58:26,CANCELLED,EAST
ORD004478,CUST00749,2025-02-15 07:21:59,DELIVERED,WEST
ORD004083,CUST00683,2025-02-16 08:25:48,CANCELLED,NORTH
ORD001821,CUST00301,2025-02-16 18:46:06,DELIVERED,CENTRAL
ORD000707,CUST00119,2025-02-18 10:20:22,SHIPPED,CENTRAL
ORD000147,CUST00023,2025-02-18 10:56:58,DELIVERED,CENTRAL
ORD003150,CUST00534,2025-02-19 12:13:45,DELIVERED,WEST
ORD001956,CUST00324,2025-02-19 18:34:20,SHIPPED,WEST
ORD002457,CUST00406,2025-02-19 23:16:41,DELIVERED,CENTRAL
ORD003519,,2025-02-20 19:03:29,SHIPPED,NORTH
ORD001912,CUST00315,2025-02-21 09:58:25,DELIVERED,WEST
ORD002385,CUST00393,2025-02-21 17:08:00,CANCELLED,CENTRAL
ORD003605,CUST00604,2025-02-22 03:12:03,DELIVERED,NORTH
ORD003423,CUST00574,2025-02-22 10:28:17,DELIVERED,WEST
ORD002368,CUST00389,2025-02-22 11:00:13,DELIVERED,WEST
ORD004328,CUST00725,2025-02-22 14:00:59,DELIVERED,CENTRAL
ORD001892,CUST00314,2025-02-22 19:10:30,PLACED,CENTRAL
ORD002000,CUST00331,2025-02-22 22:08:41,CANCELLED,NORTH
ORD003500,CUST00585,2025-02-23 17:50:48,RETURNED,WEST
ORD003938,CUST00661,2025-02-23 19:58:45,DELIVERED,EAST
ORD002440,CUST00401,2025-02-23 20:42:03,DELIVERED,NORTH
ORD002621,CUST00434,2025-02-24 19:31:18,SHIPPED,NORTH
ORD004154,CUST00694,2025-02-25 16:42:01,DELIVERED,EAST
ORD002620,CUST00434,2025-02-25 16:57:57,DELIVERED,NORTH
ORD002427,CUST00401,2025-02-25 00:00:00,DELIVERED,NORTH
ORD003088,CUST00523,2025-02-26 09:11:00,RETURNED,EAST
ORD003434,CUST00574,2025-02-26 16:58:06,DELIVERED,WEST
ORD001670,CUST00271,2025-02-27 04:09:55,DELIVERED,SOUTH
ORD004136,CUST00692,2025-02-27 19:46:49,DELIVERED,NORTH
ORD000888,CUST00148,2025-02-27 20:37:46,CANCELLED,WEST
ORD003878,CUST00648,2025-02-28 00:50:32,DELIVERED,NORTH
ORD003832,CUST00638,2025-02-28 09:41:39,DELIVERED,NORTH
ORD000990,CUST00166,2025-02-28 10:57:01,DELIVERED,SOUTH
ORD004631,CUST00776,2025-02-28 11:22:20,DELIVERED,NORTH
ORD003054,CUST00517,2025-02-28 13:06:48,DELIVERED,WEST
ORD001275,CUST00205,2025-02-28 14:20:03,DELIVERED,CENTRAL
ORD002233,CUST00365,2025-02-28 15:24:15,CANCELLED,EAST
ORD002257,CUST00368,2025-03-01 07:52:07,DELIVERED,NORTH
ORD003098,CUST00525,2025-03-01 00:00:00,DELIVERED,NORTH
ORD003427,CUST00574,2025-03-01 10:58:45,DELIVERED,WEST
ORD000353,CUST00055,2025-03-01 16:21:27,RETURNED,SOUTH
ORD004664,CUST00786,2025-03-01 22:14:03,PLACED,EAST
ORD000280,CUST00047,2025-03-02 18:55:52,SHIPPED,EAST
ORD000821,CUST00135,2025-03-02 19:48:33,DELIVERED,EAST
ORD000881,CUST00148,2025-03-03 13:55:41,PLACED,WEST
ORD003675,CUST00613,2025-03-04 20:02:09,DELIVERED,EAST
ORD000525,CUST00086,2025-03-05 15:01:47,PLACED,CENTRAL
ORD000480,CUST00075,2025-03-06 08:06:58,RETURNED,NORTH
ORD001442,CUST00241,2025-03-06 11:22:41,DELIVERED,CENTRAL
ORD002881,CUST00484,2025-03-06 12:01:13,SHIPPED,CENTRAL
ORD000557,CUST00091,2025-03-06 15:41:26,SHIPPED,WEST
ORD001843,CUST00307,2025-03-06 18:26:12,DELIVERED,EAST
ORD004090,CUST00684,2025-03-07 04:29:26,PLACED,WEST
ORD000910,CUST00154,2025-03-07 08:22:19,DELIVERED,EAST
ORD003451,CUST00576,2025-03-07 12:24:25,DELIVERED,EAST
ORD004612,CUST00775,2025-03-08 00:00:00,DELIVERED,NORTH
ORD001329,CUST00216,2025-03-08 18:58:20,CANCELLED,WEST
ORD002685,CUST00444,2025-03-09 00:04:12,DELIVERED,WEST
ORD004296,CUST00721,2025-03-10 01:06:58,SHIPPED,CENTRAL
ORD001665,CUST00271,2025-03-10 11:15:30,DELIVERED,SOUTH
ORD000250,CUST00040,2025-03-10 16:59:34,SHIPPED,WEST
ORD001264,,2025-03-10 22:35:54,DELIVERED,SOUTH
ORD002176,CUST00358,2025-03-11 14:58:46,DELIVERED,WEST
ORD003392,CUST00570,2025-03-11 19:09:44,PLACED,WEST
ORD001532,CUST00255,2025-03-12 15:39:17,PLACED,NORTH
ORD002825,CUST00470,2025-03-12 15:44:29,RETURNED,EAST
ORD002955,CUST00499,2025-03-12 16:23:00,DELIVERED,SOUTH
ORD003269,CUST00550,2025-03-13 00:26:25,DELIVERED,WEST
ORD001803,CUST00301,2025-03-13 21:55:25,DELIVERED,CENTRAL
ORD002187,CUST00358,2025-03-14 11:04:30,DELIVERED,WEST
ORD001675,CUST00271,2025-03-14 00:00:00,DELIVERED,SOUTH
ORD001249,CUST00201,2025-03-14 17:31:13,SHIPPED,NORTH
ORD003176,CUST00539,2025-03-15 13:04:16,SHIPPED,NORTH
ORD003137,CUST00533,2025-03-15 18:15:59,DELIVERED,SOUTH
ORD000840,CUST00139,2025-03-16 00:00:00,SHIPPED,SOUTH
ORD001859,CUST00309,2025-03-16 00:00:00,DELIVERED,CENTRAL
ORD000454,CUST00069,2025-03-16 15:50:30,DELIVERED,EAST
ORD004609,CUST00774,2025-03-16 18:10:27,PLACED,NORTH
ORD003014,CUST00512,2025-03-16 19:56:48,DELIVERED,CENTRAL
ORD002886,CUST00485,2025-03-17 15:07:20,RETURNED,EAST
ORD003291,,2025-03-17 15:16:35,CANCELLED,SOUTH
ORD001677,,2025-03-17 23:10:09,DELIVERED,SOUTH
ORD003970,CUST00665,2025-03-18 11:00:04,SHIPPED,CENTRAL
ORD002228,CUST00365,2025-03-18 13:57:49,DELIVERED,EAST
ORD002184,CUST00358,2025-03-19 07:39:08,PLACED,WEST
ORD004501,CUST00755,2025-03-19 16:30:48,DELIVERED,WEST
ORD000523,CUST00086,2025-03-20 01:00:40,PLACED,CENTRAL
ORD004547,CUST00764,2025-03-20 10:10:51,DELIVERED,EAST
ORD000922,CUST00157,2025-03-20 17:09:43,DELIVERED,SOUTH
ORD004022,CUST00672,2025-03-21 23:08:54,DELIVERED,NORTH
ORD001426,CUST00238,2025-03-22 07:46:15,DELIVERED,WEST
ORD002543,CUST00423,2025-03-22 00:00:00,DELIVERED,WEST
ORD000772,CUST00128,2025-03-23 04:58:22,CANCELLED,NORTH
ORD000386,CUST00059,2025-03-23 10:17:35,DELIVERED,NORTH
ORD002915,CUST00490,2025-03-23 17:15:28,DELIVERED,NORTH
ORD002772,CUST00461,2025-03-23 17:28:47,DELIVERED,EAST
ORD004082,CUST00683,2025-03-23 19:15:37,DELIVERED,NORTH
ORD004376,CUST00735,2025-03-23 20:22:20,PLACED,SOUTH
ORD001895,CUST00315,2025-03-24 04:42:12,PLACED,WEST
ORD001028,CUST00170,2025-03-24 20:08:33,DELIVERED,EAST
ORD000224,CUST00035,2025-03-25 09:11:32,CANCELLED,CENTRAL
ORD003720,CUST00615,2025-03-25 13:10:12,DELIVERED,NORTH
ORD002416,CUST00400,2025-03-25 15:33:13,DELIVERED,SOUTH
ORD003768,CUST00625,2025-03-25 21:08:38,DELIVERED,EAST
ORD001305,CUST00209,2025-03-25 22:19:53,DELIVERED,EAST
ORD001844,CUST00307,2025-03-25 22:38:38,DELIVERED,EAST
ORD000926,CUST00157,2025-03-26 12:20:48,CANCELLED,SOUTH
ORD003547,CUST00593,2025-03-26 15:05:21,DELIVERED,SOUTH
ORD000038,CUST00009,2025-03-26 16:26:35,CANCELLED,CENTRAL
ORD000014,CUST00004,2025-03-26 19:20:24,DELIVERED,CENTRAL
ORD003841,CUST00638,2025-03-26 20:46:43,DELIVERED,NORTH
ORD004266,CUST00713,2025-03-27 01:57:47,CANCELLED,EAST
ORD000387,CUST00059,2025-03-27 02:15:18,DELIVERED,NORTH
ORD000866,CUST00145,2025-03-27 08:51:28,DELIVERED,EAST
ORD001023,CUST00170,2025-03-27 10:34:54,PLACED,EAST
ORD001277,CUST00205,2025-03-27 17:20:23,DELIVERED,CENTRAL
ORD002099,CUST00346,2025-03-28 12:06:15,DELIVERED,NORTH
ORD004636,CUST00777,2025-03-28 00:00:00,CANCELLED,EAST
ORD002438,CUST00401,2025-03-29 09:21:51,DELIVERED,NORTH
ORD000769,CUST00127,2025-03-29 14:33:58,DELIVERED,SOUTH
ORD003898,CUST00654,2025-03-30 01:45:23,DELIVERED,WEST
ORD000282,CUST00047,2025-03-30 05:31:41,SHIPPED,EAST
ORD000817,CUST00135,2025-03-30 16:33:13,DELIVERED,EAST
ORD002820,CUST00469,2025-03-30 19:58:15,DELIVERED,EAST
ORD001099,CUST00181,2025-03-31 00:00:00,DELIVERED,WEST
ORD001523,CUST00254,2025-03-31 13:24:20,DELIVERED,WEST
ORD003504,CUST00585,2025-03-31 16:28:26,DELIVERED,WEST
ORD000331,CUST00052,2025-03-31 16:56:48,DELIVERED,NORTH
ORD002828,CUST00470,2025-04-01 02:42:35,DELIVERED,EAST
ORD000584,CUST00099,2025-04-01 04:27:10,SHIPPED,CENTRAL
ORD003528,CUST00588,2025-04-01 06:21:21,SHIPPED,CENTRAL
ORD004109,CUST00688,2025-04-01 07:34:54,DELIVERED,EAST
ORD001809,CUST00301,2025-04-01 08:25:39,SHIPPED,CENTRAL
ORD004103,CUST00688,2025-04-01 14:01:05,DELIVERED,EAST
ORD002294,CUST00374,2025-04-02 08:38:30,DELIVERED,WEST
ORD003061,CUST00517,2025-04-02 08:57:11,PLACED,WEST
