item_id,order_id,product_id,product_name,category,qty,unit_price,discount_pct
ITM-00826,ORD-100311,PRD-803,Maggi 12-pack,Snacks,3,144.0,15
ITM-00827,ORD-100311,PRD-211,Multigrain Buns (6pk),Bakery,5,55.0,0
ITM-00828,ORD-100311,PRD-502,Amul Full Cream Milk 1L,Dairy,3,68.0,5
ITM-00829,ORD-100311,PRD-903,Head & Shoulders 180ml,Personal Care,1,199.0,0
ITM-00830,ORD-100312,PRD-903,Head & Shoulders 180ml,Personal Care,3,199.0,0
ITM-00831,ORD-100312,PRD-603,Potatoes 1kg,Vegetables,3,22.0,15
ITM-00832,ORD-100313,PRD-601,Tomatoes 1kg,Vegetables,2,35.0,0
ITM-00833,ORD-100313,PRD-732,Real Guava Juice 1L,Beverages,5,85.0,15
ITM-00834,ORD-100313,PRD-903,Head & Shoulders 180ml,Personal Care,3,199.0,0
ITM-00835,ORD-100313,PRD-603,Potatoes 1kg,Vegetables,3,22.0,0
ITM-00836,ORD-100314,PRD-501,Amul Butter 500g,Dairy,3,55.0,10
ITM-00837,ORD-100314,PRD-401,Basmati Rice 5kg,Staples,1,320.0,0
ITM-00838,ORD-100314,PRD-603,Potatoes 1kg,Vegetables,5,22.0,15
ITM-00839,ORD-100314,PRD-601,Tomatoes 1kg,Vegetables,3,35.0,5
ITM-00840,ORD-100315,PRD-603,Potatoes 1kg,Vegetables,2,22.0,10
ITM-00841,ORD-100315,PRD-903,Head & Shoulders 180ml,Personal Care,3,199.0,15
ITM-00842,ORD-100315,PRD-732,Real Guava Juice 1L,Beverages,2,85.0,0
ITM-00843,ORD-100315,PRD-803,Maggi 12-pack,Snacks,5,144.0,0
ITM-00844,ORD-100316,PRD-901,Colgate MaxFresh 150g,Personal Care,1,89.0,0
ITM-00845,ORD-100317,PRD-209,Whole Wheat Bread,Bakery,3,45.0,0
ITM-00846,ORD-100317,PRD-211,Multigrain Buns (6pk),Bakery,4,55.0,15
ITM-00847,ORD-100318,PRD-601,Tomatoes 1kg,Vegetables,3,35.0,0
ITM-00848,ORD-100318,PRD-402,Toor Dal 1kg,Staples,4,145.0,0
ITM-00849,ORD-100318,PRD-502,Amul Full Cream Milk 1L,Dairy,4,68.0,0
ITM-00850,ORD-100318,PRD-733,Bisleri Water 1L,Beverages,5,20.0,5
ITM-00851,ORD-100319,PRD-502,Amul Full Cream Milk 1L,Dairy,1,68.0,0
ITM-00852,ORD-100320,PRD-210,Brown Bread,Bakery,5,40.0,0
ITM-00853,ORD-100320,PRD-402,Toor Dal 1kg,Staples,5,145.0,15
ITM-00854,ORD-100320,PRD-601,Tomatoes 1kg,Vegetables,4,35.0,5
