item_id,order_id,product_id,product_name,category,qty,unit_price,discount_pct
ITM-00610,ORD-100232,PRD-602,Onions 1kg,Vegetables,1,28.0,10
ITM-00611,ORD-100232,PRD-503,Paneer 200g,Dairy,1,89.0,15
ITM-00612,ORD-100232,PRD-733,Bisleri Water 1L,Beverages,4,20.0,5
ITM-00613,ORD-100233,PRD-901,Colgate MaxFresh 150g,Personal Care,1,89.0,0
ITM-00614,ORD-100233,PRD-211,Multigrain Buns (6pk),Bakery,2,55.0,15
ITM-00615,ORD-100234,PRD-503,Paneer 200g,Dairy,5,89.0,0
ITM-00616,ORD-100235,PRD-801,Lays Classic Salted,Snacks,5,20.0,0
ITM-00617,ORD-100235,PRD-209,Whole Wheat Bread,Bakery,3,45.0,0
ITM-00618,ORD-100235,PRD-802,Britannia Good Day,Snacks,5,35.0,0
ITM-00619,ORD-100235,PRD-503,Paneer 200g,Dairy,5,89.0,10
ITM-00620,ORD-100236,PRD-903,Head & Shoulders 180ml,Personal Care,4,199.0,0
ITM-00621,ORD-100236,PRD-603,Potatoes 1kg,Vegetables,3,22.0,0
ITM-00622,ORD-100236,PRD-803,Maggi 12-pack,Snacks,4,144.0,15
ITM-00623,ORD-100236,PRD-501,Amul Butter 500g,Dairy,2,55.0,15
ITM-00624,ORD-100237,PRD-732,Real Guava Juice 1L,Beverages,4,85.0,15
ITM-00625,ORD-100237,PRD-401,Basmati Rice 5kg,Staples,3,320.0,0
ITM-00626,ORD-100237,PRD-503,Paneer 200g,Dairy,5,89.0,0
ITM-00627,ORD-100238,PRD-731,Tropicana Orange 1L,Beverages,3,99.0,0
ITM-00628,ORD-100238,PRD-732,Real Guava Juice 1L,Beverages,1,85.0,0
ITM-00629,ORD-100238,PRD-901,Colgate MaxFresh 150g,Personal Care,1,89.0,15
ITM-00630,ORD-100239,PRD-601,Tomatoes 1kg,Vegetables,2,35.0,0
ITM-00631,ORD-100239,PRD-732,Real Guava Juice 1L,Beverages,5,85.0,5
ITM-00632,ORD-100239,PRD-803,Maggi 12-pack,Snacks,4,144.0,10
ITM-00633,ORD-100240,PRD-402,Toor Dal 1kg,Staples,4,145.0,10
ITM-00634,ORD-100240,PRD-501,Amul Butter 500g,Dairy,1,55.0,0
ITM-00635,ORD-100240,PRD-903,Head & Shoulders 180ml,Personal Care,3,199.0,10
ITM-00636,ORD-100240,PRD-731,Tropicana Orange 1L,Beverages,3,99.0,0
ITM-00637,ORD-100241,PRD-403,Aashirvaad Atta 5kg,Staples,4,265.0,0
ITM-00638,ORD-100241,PRD-601,Tomatoes 1kg,Vegetables,5,35.0,0
ITM-00639,ORD-100241,PRD-733,Bisleri Water 1L,Beverages,5,20.0,15
ITM-00640,ORD-100242,PRD-210,Brown Bread,Bakery,1,40.0,0
ITM-00641,ORD-100242,PRD-604,Spinach 500g,Vegetables,4,30.0,5
ITM-00642,ORD-100243,PRD-604,Spinach 500g,Vegetables,4,30.0,15
ITM-00643,ORD-100243,PRD-902,Dettol Soap 75g,Personal Care,3,45.0,0
ITM-00644,ORD-100243,PRD-209,Whole Wheat Bread,Bakery,3,45.0,0
ITM-00645,ORD-100244,PRD-403,Aashirvaad Atta 5kg,Staples,5,265.0,5
ITM-00646,ORD-100244,PRD-402,Toor Dal 1kg,Staples,4,145.0,0
ITM-00647,ORD-100244,PRD-903,Head & Shoulders 180ml,Personal Care,4,199.0,10
ITM-00648,ORD-100245,PRD-503,Paneer 200g,Dairy,2,89.0,0
ITM-00649,ORD-100246,PRD-602,Onions 1kg,Vegetables,2,28.0,15
ITM-00650,ORD-100246,PRD-211,Multigrain Buns (6pk),Bakery,3,55.0,15
ITM-00651,ORD-100246,PRD-501,Amul Butter 500g,Dairy,1,55.0,0
ITM-00652,ORD-100246,PRD-210,Brown Bread,Bakery,2,40.0,5
ITM-00653,ORD-100247,PRD-801,Lays Classic Salted,Snacks,5,20.0,0
ITM-00654,ORD-100247,PRD-503,Paneer 200g,Dairy,1,89.0,15
ITM-00655,ORD-100247,PRD-209,Whole Wheat Bread,Bakery,4,45.0,0
ITM-00656,ORD-100247,PRD-733,Bisleri Water 1L,Beverages,2,20.0,0
ITM-00657,ORD-100248,PRD-402,Toor Dal 1kg,Staples,5,145.0,0
ITM-00658,ORD-100248,PRD-604,Spinach 500g,Vegetables,5,30.0,5
ITM-00659,ORD-100248,PRD-603,Potatoes 1kg,Vegetables,2,22.0,15
ITM-00660,ORD-100249,PRD-802,Britannia Good Day,Snacks,3,35.0,0
ITM-00661,ORD-100249,PRD-732,Real Guava Juice 1L,Beverages,4,85.0,0
ITM-00662,ORD-100249,PRD-503,Paneer 200g,Dairy,2,89.0,0
ITM-00663,ORD-100249,PRD-603,Potatoes 1kg,Vegetables,1,22.0,0
ITM-00664,ORD-100250,PRD-901,Colgate MaxFresh 150g,Personal Care,5,89.0,0
ITM-00665,ORD-100250,PRD-732,Real Guava Juice 1L,Beverages,2,85.0,5
ITM-00666,ORD-100250,PRD-501,Amul Butter 500g,Dairy,5,55.0,5
ITM-00667,ORD-100251,PRD-401,Basmati Rice 5kg,Staples,3,320.0,5
ITM-00668,ORD-100251,PRD-902,Dettol Soap 75g,Personal Care,2,45.0,0
ITM-00669,ORD-100251,PRD-802,Britannia Good Day,Snacks,2,35.0,0
ITM-00670,ORD-100252,PRD-731,Tropicana Orange 1L,Beverages,1,99.0,10
ITM-00671,ORD-100252,PRD-402,Toor Dal 1kg,Staples,1,145.0,0
ITM-00672,ORD-100252,PRD-501,Amul Butter 500g,Dairy,1,55.0,0
ITM-00673,ORD-100252,PRD-210,Brown Bread,Bakery,3,40.0,0
ITM-00674,ORD-100253,PRD-502,Amul Full Cream Milk 1L,Dairy,1,68.0,0
ITM-00675,ORD-100253,PRD-402,Toor Dal 1kg,Staples,4,145.0,0
ITM-00676,ORD-100253,PRD-503,Paneer 200g,Dairy,5,89.0,5
ITM-00677,ORD-100253,PRD-210,Brown Bread,Bakery,2,40.0,0
ITM-00678,ORD-100254,PRD-801,Lays Classic Salted,Snacks,2,20.0,5
ITM-00679,ORD-100255,PRD-903,Head & Shoulders 180ml,Personal Care,2,199.0,0
