item_id,order_id,product_id,product_name,category,qty,unit_price,discount_pct
ITM-00939,ORD-100354,PRD-604,Spinach 500g,Vegetables,3,30.0,0
ITM-00940,ORD-100355,PRD-732,Real Guava Juice 1L,Beverages,2,85.0,15
ITM-00941,ORD-100356,PRD-602,Onions 1kg,Vegetables,1,28.0,15
ITM-00942,ORD-100356,PRD-502,Amul Full Cream Milk 1L,Dairy,5,68.0,10
ITM-00943,ORD-100356,PRD-731,Tropicana Orange 1L,Beverages,1,99.0,5
ITM-00944,ORD-100356,PRD-209,Whole Wheat Bread,Bakery,1,45.0,0
ITM-00945,ORD-100357,PRD-503,Paneer 200g,Dairy,2,89.0,15
ITM-00946,ORD-100358,PRD-801,Lays Classic Salted,Snacks,2,20.0,15
ITM-00947,ORD-100359,PRD-603,Potatoes 1kg,Vegetables,1,22.0,0
ITM-00948,ORD-100359,PRD-903,Head & Shoulders 180ml,Personal Care,3,199.0,5
ITM-00949,ORD-100360,PRD-802,Britannia Good Day,Snacks,3,35.0,5
ITM-00950,ORD-100360,PRD-502,Amul Full Cream Milk 1L,Dairy,1,68.0,5
ITM-00951,ORD-100360,PRD-503,Paneer 200g,Dairy,3,89.0,5
ITM-00952,ORD-100361,PRD-903,Head & Shoulders 180ml,Personal Care,4,199.0,15
ITM-00953,ORD-100361,PRD-403,Aashirvaad Atta 5kg,Staples,1,265.0,5
ITM-00954,ORD-100361,PRD-211,Multigrain Buns (6pk),Bakery,4,55.0,10
ITM-00955,ORD-100361,PRD-501,Amul Butter 500g,Dairy,1,55.0,0
ITM-00956,ORD-100362,PRD-503,Paneer 200g,Dairy,2,89.0,0
ITM-00957,ORD-100362,PRD-403,Aashirvaad Atta 5kg,Staples,2,265.0,10
ITM-00958,ORD-100363,PRD-604,Spinach 500g,Vegetables,4,30.0,0
ITM-00959,ORD-100363,PRD-801,Lays Classic Salted,Snacks,1,20.0,0
ITM-00960,ORD-100363,PRD-733,Bisleri Water 1L,Beverages,4,20.0,5
ITM-00961,ORD-100363,PRD-210,Brown Bread,Bakery,2,40.0,15
ITM-00962,ORD-100364,PRD-211,Multigrain Buns (6pk),Bakery,4,55.0,10
ITM-00963,ORD-100365,PRD-801,Lays Classic Salted,Snacks,5,20.0,10
ITM-00964,ORD-100365,PRD-733,Bisleri Water 1L,Beverages,1,20.0,0
ITM-00965,ORD-100365,PRD-802,Britannia Good Day,Snacks,4,35.0,0
ITM-00966,ORD-100365,PRD-402,Toor Dal 1kg,Staples,4,145.0,5
ITM-00967,ORD-100366,PRD-401,Basmati Rice 5kg,Staples,4,320.0,0
ITM-00968,ORD-100366,PRD-601,Tomatoes 1kg,Vegetables,5,35.0,15
ITM-00969,ORD-100367,PRD-401,Basmati Rice 5kg,Staples,1,320.0,10
ITM-00970,ORD-100367,PRD-402,Toor Dal 1kg,Staples,1,145.0,0
ITM-00971,ORD-100367,PRD-502,Amul Full Cream Milk 1L,Dairy,3,68.0,0
ITM-00972,ORD-100368,PRD-403,Aashirvaad Atta 5kg,Staples,2,265.0,0
ITM-00973,ORD-100368,PRD-602,Onions 1kg,Vegetables,2,28.0,15
ITM-00974,ORD-100368,PRD-502,Amul Full Cream Milk 1L,Dairy,3,68.0,10
ITM-00975,ORD-100369,PRD-803,Maggi 12-pack,Snacks,1,144.0,15
ITM-00976,ORD-100369,PRD-801,Lays Classic Salted,Snacks,4,20.0,10
ITM-00977,ORD-100369,PRD-602,Onions 1kg,Vegetables,1,28.0,0
ITM-00978,ORD-100369,PRD-733,Bisleri Water 1L,Beverages,4,20.0,10
ITM-00979,ORD-100370,PRD-602,Onions 1kg,Vegetables,1,28.0,10
ITM-00980,ORD-100370,PRD-731,Tropicana Orange 1L,Beverages,2,99.0,0
ITM-00981,ORD-100370,PRD-604,Spinach 500g,Vegetables,3,30.0,0
ITM-00982,ORD-100371,PRD-602,Onions 1kg,Vegetables,3,28.0,10
ITM-00983,ORD-100371,PRD-731,Tropicana Orange 1L,Beverages,3,99.0,5
ITM-00984,ORD-100371,PRD-403,Aashirvaad Atta 5kg,Staples,5,265.0,0
ITM-00985,ORD-100371,PRD-503,Paneer 200g,Dairy,2,89.0,5
ITM-00986,ORD-100372,PRD-903,Head & Shoulders 180ml,Personal Care,3,199.0,15
ITM-00987,ORD-100372,PRD-603,Potatoes 1kg,Vegetables,5,22.0,10
ITM-00988,ORD-100373,PRD-902,Dettol Soap 75g,Personal Care,2,45.0,5
ITM-00989,ORD-100374,PRD-401,Basmati Rice 5kg,Staples,4,320.0,10
ITM-00990,ORD-100374,PRD-603,Potatoes 1kg,Vegetables,4,22.0,5
ITM-00991,ORD-100375,PRD-604,Spinach 500g,Vegetables,1,30.0,0
ITM-00992,ORD-100376,PRD-801,Lays Classic Salted,Snacks,5,20.0,10
ITM-00993,ORD-100377,PRD-210,Brown Bread,Bakery,2,40.0,0
ITM-00994,ORD-100377,PRD-209,Whole Wheat Bread,Bakery,3,45.0,5
ITM-00995,ORD-100378,PRD-402,Toor Dal 1kg,Staples,5,145.0,5
ITM-00996,ORD-100379,PRD-903,Head & Shoulders 180ml,Personal Care,1,199.0,15
ITM-00997,ORD-100380,PRD-733,Bisleri Water 1L,Beverages,3,20.0,0
ITM-00998,ORD-100380,PRD-401,Basmati Rice 5kg,Staples,2,320.0,5
ITM-00999,ORD-100380,PRD-503,Paneer 200g,Dairy,3,89.0,15
ITM-01000,ORD-100380,PRD-732,Real Guava Juice 1L,Beverages,4,85.0,0
ITM-01001,ORD-100381,PRD-211,Multigrain Buns (6pk),Bakery,3,55.0,10
ITM-01002,ORD-100382,PRD-902,Dettol Soap 75g,Personal Care,2,45.0,0
ITM-01003,ORD-100382,PRD-603,Potatoes 1kg,Vegetables,4,22.0,0
ITM-01004,ORD-100383,PRD-733,Bisleri Water 1L,Beverages,5,20.0,0
ITM-01005,ORD-100383,PRD-211,Multigrain Buns (6pk),Bakery,3,55.0,0
ITM-01006,ORD-100384,PRD-501,Amul Butter 500g,Dairy,5,55.0,15
ITM-01007,ORD-100384,PRD-802,Britannia Good Day,Snacks,2,35.0,0
ITM-01008,ORD-100385,PRD-901,Colgate MaxFresh 150g,Personal Care,3,89.0,0
ITM-01009,ORD-100385,PRD-733,Bisleri Water 1L,Beverages,5,20.0,0
ITM-01010,ORD-100385,PRD-210,Brown Bread,Bakery,1,40.0,15
ITM-01011,ORD-100385,PRD-503,Paneer 200g,Dairy,5,89.0,5
ITM-01012,ORD-100386,PRD-210,Brown Bread,Bakery,2,40.0,0
ITM-01013,ORD-100386,PRD-602,Onions 1kg,Vegetables,2,28.0,5
ITM-01014,ORD-100386,PRD-731,Tropicana Orange 1L,Beverages,2,99.0,5
ITM-01015,ORD-100386,PRD-901,Colgate MaxFresh 150g,Personal Care,2,89.0,0
ITM-01016,ORD-100387,PRD-903,Head & Shoulders 180ml,Personal Care,5,199.0,0
ITM-01017,ORD-100387,PRD-731,Tropicana Orange 1L,Beverages,1,99.0,0
ITM-01018,ORD-100387,PRD-601,Tomatoes 1kg,Vegetables,5,35.0,0
ITM-01019,ORD-100387,PRD-602,Onions 1kg,Vegetables,1,28.0,0
ITM-01020,ORD-100388,PRD-401,Basmati Rice 5kg,Staples,2,320.0,10
ITM-01021,ORD-100388,PRD-601,Tomatoes 1kg,Vegetables,1,35.0,10
ITM-01022,ORD-100388,PRD-903,Head & Shoulders 180ml,Personal Care,2,199.0,0
ITM-01023,ORD-100388,PRD-403,Aashirvaad Atta 5kg,Staples,2,265.0,10
ITM-01024,ORD-100389,PRD-604,Spinach 500g,Vegetables,3,30.0,5
ITM-01025,ORD-100389,PRD-733,Bisleri Water 1L,Beverages,3,20.0,0
ITM-01026,ORD-100390,PRD-502,Amul Full Cream Milk 1L,Dairy,2,68.0,0
ITM-01027,ORD-100390,PRD-732,Real Guava Juice 1L,Beverages,4,85.0,0
