item_id,order_id,product_id,product_name,category,qty,unit_price,discount_pct
ITM-00415,ORD-100160,PRD-211,Multigrain Buns (6pk),Bakery,5,55.0,0
ITM-00416,ORD-100160,PRD-732,Real Guava Juice 1L,Beverages,3,85.0,10
ITM-00417,ORD-100161,PRD-732,Real Guava Juice 1L,Beverages,5,85.0,0
ITM-00418,ORD-100162,PRD-502,Amul Full Cream Milk 1L,Dairy,5,68.0,15
ITM-00419,ORD-100162,PRD-501,Amul Butter 500g,Dairy,2,55.0,0
ITM-00420,ORD-100162,PRD-210,Brown Bread,Bakery,5,40.0,0
ITM-00421,ORD-100163,PRD-802,Britannia Good Day,Snacks,3,35.0,0
ITM-00422,ORD-100163,PRD-901,Colgate MaxFresh 150g,Personal Care,5,89.0,0
ITM-00423,ORD-100164,PRD-803,Maggi 12-pack,Snacks,4,144.0,10
ITM-00424,ORD-100165,PRD-403,Aashirvaad Atta 5kg,Staples,2,265.0,15
ITM-00425,ORD-100165,PRD-402,Toor Dal 1kg,Staples,1,145.0,15
ITM-00426,ORD-100166,PRD-602,Onions 1kg,Vegetables,3,28.0,10
ITM-00427,ORD-100166,PRD-211,Multigrain Buns (6pk),Bakery,4,55.0,0
ITM-00428,ORD-100166,PRD-604,Spinach 500g,Vegetables,4,30.0,10
ITM-00429,ORD-100166,PRD-601,Tomatoes 1kg,Vegetables,2,35.0,0
ITM-00430,ORD-100167,PRD-402,Toor Dal 1kg,Staples,5,145.0,10
ITM-00431,ORD-100168,PRD-402,Toor Dal 1kg,Staples,2,145.0,0
ITM-00432,ORD-100169,PRD-501,Amul Butter 500g,Dairy,3,55.0,15
ITM-00433,ORD-100169,PRD-602,Onions 1kg,Vegetables,5,28.0,5
ITM-00434,ORD-100169,PRD-503,Paneer 200g,Dairy,2,89.0,0
ITM-00435,ORD-100170,PRD-503,Paneer 200g,Dairy,4,89.0,0
ITM-00436,ORD-100170,PRD-902,Dettol Soap 75g,Personal Care,3,45.0,5
ITM-00437,ORD-100170,PRD-802,Britannia Good Day,Snacks,3,35.0,0
ITM-00438,ORD-100171,PRD-803,Maggi 12-pack,Snacks,1,144.0,0
ITM-00439,ORD-100171,PRD-502,Amul Full Cream Milk 1L,Dairy,3,68.0,10
ITM-00440,ORD-100171,PRD-210,Brown Bread,Bakery,4,40.0,10
ITM-00441,ORD-100172,PRD-803,Maggi 12-pack,Snacks,1,144.0,5
ITM-00442,ORD-100172,PRD-732,Real Guava Juice 1L,Beverages,1,85.0,10
ITM-00443,ORD-100172,PRD-604,Spinach 500g,Vegetables,5,30.0,10
ITM-00444,ORD-100172,PRD-401,Basmati Rice 5kg,Staples,5,320.0,15
ITM-00445,ORD-100173,PRD-731,Tropicana Orange 1L,Beverages,3,99.0,0
ITM-00446,ORD-100173,PRD-902,Dettol Soap 75g,Personal Care,1,45.0,0
ITM-00447,ORD-100173,PRD-210,Brown Bread,Bakery,4,40.0,10
ITM-00448,ORD-100173,PRD-901,Colgate MaxFresh 150g,Personal Care,4,89.0,10
ITM-00449,ORD-100174,PRD-210,Brown Bread,Bakery,5,40.0,10
ITM-00450,ORD-100174,PRD-803,Maggi 12-pack,Snacks,1,144.0,0
ITM-00451,ORD-100175,PRD-601,Tomatoes 1kg,Vegetables,5,35.0,15
ITM-00452,ORD-100175,PRD-210,Brown Bread,Bakery,4,40.0,0
ITM-00453,ORD-100175,PRD-901,Colgate MaxFresh 150g,Personal Care,4,89.0,0
ITM-00454,ORD-100176,PRD-401,Basmati Rice 5kg,Staples,1,320.0,0
ITM-00455,ORD-100176,PRD-733,Bisleri Water 1L,Beverages,2,20.0,0
ITM-00456,ORD-100176,PRD-604,Spinach 500g,Vegetables,4,30.0,0
ITM-00457,ORD-100177,PRD-502,Amul Full Cream Milk 1L,Dairy,1,68.0,0
ITM-00458,ORD-100177,PRD-801,Lays Classic Salted,Snacks,5,20.0,5
ITM-00459,ORD-100177,PRD-211,Multigrain Buns (6pk),Bakery,2,55.0,10
ITM-00460,ORD-100178,PRD-502,Amul Full Cream Milk 1L,Dairy,3,68.0,5
ITM-00461,ORD-100178,PRD-403,Aashirvaad Atta 5kg,Staples,5,265.0,5
ITM-00462,ORD-100178,PRD-731,Tropicana Orange 1L,Beverages,1,99.0,15
ITM-00463,ORD-100178,PRD-733,Bisleri Water 1L,Beverages,1,20.0,0
ITM-00464,ORD-100179,PRD-502,Amul Full Cream Milk 1L,Dairy,2,68.0,15
ITM-00465,ORD-100179,PRD-211,Multigrain Buns (6pk),Bakery,2,55.0,15
ITM-00466,ORD-100179,PRD-803,Maggi 12-pack,Snacks,2,144.0,0
ITM-00467,ORD-100179,PRD-731,Tropicana Orange 1L,Beverages,4,99.0,10
ITM-00468,ORD-100180,PRD-602,Onions 1kg,Vegetables,4,28.0,0
ITM-00469,ORD-100180,PRD-601,Tomatoes 1kg,Vegetables,2,35.0,5
ITM-00470,ORD-100180,PRD-403,Aashirvaad Atta 5kg,Staples,3,265.0,15
ITM-00471,ORD-100181,PRD-604,Spinach 500g,Vegetables,1,30.0,0
ITM-00472,ORD-100182,PRD-903,Head & Shoulders 180ml,Personal Care,4,199.0,0
ITM-00473,ORD-100182,PRD-402,Toor Dal 1kg,Staples,3,145.0,5
ITM-00474,ORD-100182,PRD-210,Brown Bread,Bakery,4,40.0,5
ITM-00475,ORD-100182,PRD-501,Amul Butter 500g,Dairy,1,55.0,10
ITM-00476,ORD-100183,PRD-401,Basmati Rice 5kg,Staples,4,320.0,0
ITM-00477,ORD-100183,PRD-209,Whole Wheat Bread,Bakery,3,45.0,15
ITM-00478,ORD-100184,PRD-403,Aashirvaad Atta 5kg,Staples,3,265.0,5
ITM-00479,ORD-100184,PRD-733,Bisleri Water 1L,Beverages,1,20.0,5
ITM-00480,ORD-100184,PRD-803,Maggi 12-pack,Snacks,1,144.0,15
ITM-00481,ORD-100185,PRD-210,Brown Bread,Bakery,3,40.0,5
ITM-00482,ORD-100185,PRD-731,Tropicana Orange 1L,Beverages,5,99.0,5
ITM-00483,ORD-100186,PRD-402,Toor Dal 1kg,Staples,1,145.0,0
ITM-00484,ORD-100186,PRD-902,Dettol Soap 75g,Personal Care,4,45.0,0
ITM-00485,ORD-100187,PRD-601,Tomatoes 1kg,Vegetables,2,35.0,15
ITM-00486,ORD-100187,PRD-501,Amul Butter 500g,Dairy,3,55.0,0
ITM-00487,ORD-100187,PRD-502,Amul Full Cream Milk 1L,Dairy,3,68.0,10
ITM-00488,ORD-100187,PRD-802,Britannia Good Day,Snacks,2,35.0,0
ITM-00489,ORD-100188,PRD-801,Lays Classic Salted,Snacks,1,20.0,0
ITM-00490,ORD-100188,PRD-803,Maggi 12-pack,Snacks,3,144.0,0
ITM-00491,ORD-100188,PRD-401,Basmati Rice 5kg,Staples,4,320.0,15
ITM-00492,ORD-100188,PRD-211,Multigrain Buns (6pk),Bakery,5,55.0,10
ITM-00493,ORD-100189,PRD-501,Amul Butter 500g,Dairy,1,55.0,10
ITM-00494,ORD-100189,PRD-732,Real Guava Juice 1L,Beverages,5,85.0,0
ITM-00495,ORD-100189,PRD-210,Brown Bread,Bakery,1,40.0,0
ITM-00496,ORD-100189,PRD-731,Tropicana Orange 1L,Beverages,1,99.0,5
ITM-00497,ORD-100190,PRD-802,Britannia Good Day,Snacks,3,35.0,5
ITM-00498,ORD-100191,PRD-602,Onions 1kg,Vegetables,5,28.0,15
ITM-00499,ORD-100191,PRD-209,Whole Wheat Bread,Bakery,5,45.0,0
ITM-00500,ORD-100192,PRD-731,Tropicana Orange 1L,Beverages,1,99.0,0
ITM-00501,ORD-100192,PRD-604,Spinach 500g,Vegetables,1,30.0,0
ITM-00502,ORD-100192,PRD-402,Toor Dal 1kg,Staples,5,145.0,15
ITM-00503,ORD-100192,PRD-732,Real Guava Juice 1L,Beverages,4,85.0,0
ITM-00504,ORD-100193,PRD-401,Basmati Rice 5kg,Staples,1,320.0,0
ITM-00505,ORD-100193,PRD-733,Bisleri Water 1L,Beverages,1,20.0,0
ITM-00506,ORD-100193,PRD-603,Potatoes 1kg,Vegetables,3,22.0,15
ITM-00507,ORD-100193,PRD-502,Amul Full Cream Milk 1L,Dairy,3,68.0,5
ITM-00508,ORD-100194,PRD-901,Colgate MaxFresh 150g,Personal Care,3,89.0,0
ITM-00509,ORD-100194,PRD-733,Bisleri Water 1L,Beverages,1,20.0,5
ITM-00510,ORD-100194,PRD-503,Paneer 200g,Dairy,4,89.0,5
ITM-00511,ORD-100194,PRD-403,Aashirvaad Atta 5kg,Staples,3,265.0,5
ITM-00512,ORD-100195,PRD-803,Maggi 12-pack,Snacks,5,144.0,5
ITM-00513,ORD-100195,PRD-903,Head & Shoulders 180ml,Personal Care,3,199.0,10
ITM-00514,ORD-100195,PRD-603,Potatoes 1kg,Vegetables,1,22.0,15
ITM-00515,ORD-100195,PRD-211,Multigrain Buns (6pk),Bakery,2,55.0,5
ITM-00516,ORD-100196,PRD-801,Lays Classic Salted,Snacks,4,20.0,15
ITM-00517,ORD-100196,PRD-901,Colgate MaxFresh 150g,Personal Care,2,89.0,5
ITM-00518,ORD-100196,PRD-209,Whole Wheat Bread,Bakery,3,45.0,15
ITM-00519,ORD-100197,PRD-503,Paneer 200g,Dairy,3,89.0,0
ITM-00520,ORD-100197,PRD-604,Spinach 500g,Vegetables,3,30.0,0
ITM-00521,ORD-100198,PRD-603,Potatoes 1kg,Vegetables,1,22.0,0
ITM-00522,ORD-100198,PRD-402,Toor Dal 1kg,Staples,4,145.0,5
ITM-00523,ORD-100198,PRD-209,Whole Wheat Bread,Bakery,1,45.0,10
ITM-00524,ORD-100198,PRD-604,Spinach 500g,Vegetables,5,30.0,0
ITM-00525,ORD-100199,PRD-802,Britannia Good Day,Snacks,3,35.0,15
ITM-00526,ORD-100199,PRD-901,Colgate MaxFresh 150g,Personal Care,4,89.0,0
ITM-00527,ORD-100199,PRD-604,Spinach 500g,Vegetables,1,30.0,15
ITM-00528,ORD-100200,PRD-209,Whole Wheat Bread,Bakery,2,45.0,0
ITM-00529,ORD-100200,PRD-733,Bisleri Water 1L,Beverages,4,20.0,0
ITM-00530,ORD-100200,PRD-901,Colgate MaxFresh 150g,Personal Care,4,89.0,0
ITM-00531,ORD-100200,PRD-731,Tropicana Orange 1L,Beverages,3,99.0,0
ITM-00532,ORD-100201,PRD-803,Maggi 12-pack,Snacks,5,144.0,0
ITM-00533,ORD-100201,PRD-604,Spinach 500g,Vegetables,2,30.0,0
ITM-00534,ORD-100201,PRD-801,Lays Classic Salted,Snacks,4,20.0,15
ITM-00535,ORD-100201,PRD-211,Multigrain Buns (6pk),Bakery,5,55.0,10
ITM-00536,ORD-100202,PRD-602,Onions 1kg,Vegetables,5,28.0,0
ITM-00537,ORD-100202,PRD-901,Colgate MaxFresh 150g,Personal Care,5,89.0,0
ITM-00538,ORD-100203,PRD-209,Whole Wheat Bread,Bakery,4,45.0,10
ITM-00539,ORD-100203,PRD-403,Aashirvaad Atta 5kg,Staples,5,265.0,15
ITM-00540,ORD-100203,PRD-802,Britannia Good Day,Snacks,4,35.0,15
ITM-00541,ORD-100204,PRD-733,Bisleri Water 1L,Beverages,3,20.0,15
ITM-00542,ORD-100204,PRD-211,Multigrain Buns (6pk),Bakery,3,55.0,0
