customer_id,order_date,previous_order_date,days_gap,avg_gap_days,risk_flag
CUST00011,2026-02-05,2026-01-30,6.0,16.8,Healthy
CUST00011,2026-03-19,2026-02-05,42.0,16.8,Healthy
CUST00011,2026-03-21,2026-03-19,2.0,16.8,Healthy
CUST00011,2026-04-17,2026-03-21,27.0,16.8,Healthy
CUST00011,2026-05-07,2026-04-17,20.0,16.8,Healthy
CUST00012,2026-02-13,,,23.1,Healthy
CUST00012,2026-02-22,2026-02-13,9.0,23.1,Healthy
CUST00012,2026-02-24,2026-02-22,2.0,23.1,Healthy
CUST00012,2026-05-06,2026-02-24,71.0,23.1,Healthy
CUST00012,2026-05-22,2026-05-06,16.0,23.1,Healthy
CUST00012,2026-05-27,2026-05-22,5.0,23.1,Healthy
CUST00012,2026-07-01,2026-05-27,35.0,23.1,Healthy
CUST00012,2026-07-25,2026-07-01,24.0,23.1,Healthy
CUST00013,2026-02-24,,,16.7,Healthy
CUST00013,2026-03-05,2026-02-24,9.0,16.7,Healthy
CUST00013,2026-03-31,2026-03-05,26.0,16.7,Healthy
CUST00013,2026-04-23,2026-03-31,23.0,16.7,Healthy
CUST00013,2026-05-24,2026-04-23,31.0,16.7,Healthy
CUST00013,2026-06-10,2026-05-24,17.0,16.7,Healthy
CUST00013,2026-06-25,2026-06-10,15.0,16.7,Healthy
CUST00013,2026-07-04,2026-06-25,9.0,16.7,Healthy
CUST00013,2026-07-18,2026-07-04,14.0,16.7,Healthy
CUST00013,2026-07-24,2026-07-18,6.0,16.7,Healthy
CUST00014,2024-10-15,,,213.3,At Risk
CUST00014,2025-08-07,2024-10-15,296.0,213.3,At Risk
CUST00014,2025-11-04,2025-08-07,89.0,213.3,At Risk
CUST00014,2026-07-17,2025-11-04,255.0,213.3,At Risk
CUST00015,2025-06-22,,,125.0,At Risk
CUST00015,2025-08-16,2025-06-22,55.0,125.0,At Risk
CUST00015,2025-10-19,2025-08-16,64.0,125.0,At Risk
CUST00015,2026-07-02,2025-10-19,256.0,125.0,At Risk
CUST00016,2025-05-14,,,59.5,At Risk
CUST00016,2025-07-29,2025-05-14,76.0,59.5,At Risk
CUST00016,2025-09-10,2025-07-29,43.0,59.5,At Risk
CUST00017,2026-04-02,,,16.7,Healthy
CUST00017,2026-04-19,2026-04-02,17.0,16.7,Healthy
CUST00017,2026-04-24,2026-04-19,5.0,16.7,Healthy
CUST00017,2026-06-05,2026-04-24,42.0,16.7,Healthy
CUST00017,2026-06-24,2026-06-05,19.0,16.7,Healthy
CUST00017,2026-06-25,2026-06-24,1.0,16.7,Healthy
CUST00017,2026-07-11,2026-06-25,16.0,16.7,Healthy
CUST00018,2025-12-28,,,14.0,Healthy
CUST00018,2026-01-09,2025-12-28,12.0,14.0,Healthy
CUST00018,2026-02-17,2026-01-09,39.0,14.0,Healthy
CUST00018,2026-03-19,2026-02-17,30.0,14.0,Healthy
CUST00018,2026-03-28,2026-03-19,9.0,14.0,Healthy
CUST00018,2026-04-18,2026-03-28,21.0,14.0,Healthy
CUST00018,2026-04-25,2026-04-18,7.0,14.0,Healthy
CUST00018,2026-05-02,2026-04-25,7.0,14.0,Healthy
CUST00018,2026-05-14,2026-05-02,12.0,14.0,Healthy
CUST00018,2026-05-16,2026-05-14,2.0,14.0,Healthy
CUST00018,2026-05-17,2026-05-16,1.0,14.0,Healthy
CUST00019,2025-11-14,,,34.3,At Risk
CUST00019,2026-01-17,2025-11-14,64.0,34.3,At Risk
CUST00019,2026-01-31,2026-01-17,14.0,34.3,At Risk
CUST00019,2026-02-24,2026-01-31,24.0,34.3,At Risk
CUST00019,2026-04-20,2026-02-24,55.0,34.3,At Risk
CUST00019,2026-05-16,2026-04-20,26.0,34.3,At Risk
CUST00019,2026-06-26,2026-05-16,41.0,34.3,At Risk
CUST00019,2026-07-12,2026-06-26,16.0,34.3,At Risk
CUST00020,2026-03-03,,,18.8,Healthy
CUST00020,2026-03-18,2026-03-03,15.0,18.8,Healthy
CUST00020,2026-04-14,2026-03-18,27.0,18.8,Healthy
CUST00020,2026-04-20,2026-04-14,6.0,18.8,Healthy
CUST00020,2026-04-29,2026-04-20,9.0,18.8,Healthy
CUST00020,2026-05-10,2026-04-29,11.0,18.8,Healthy
CUST00020,2026-05-23,2026-05-10,13.0,18.8,Healthy
CUST00020,2026-06-21,2026-05-23,29.0,18.8,Healthy
CUST00020,2026-07-31,2026-06-21,40.0,18.8,Healthy
CUST00021,2025-07-11,,,59.3,At Risk
CUST00021,2025-08-05,2025-07-11,25.0,59.3,At Risk
CUST00021,2025-10-14,2025-08-05,70.0,59.3,At Risk
CUST00021,2025-11-12,2025-10-14,29.0,59.3,At Risk
CUST00021,2026-03-05,2025-11-12,113.0,59.3,At Risk
CUST00022,2025-12-13,,,35.8,At Risk
CUST00022,2026-01-03,2025-12-13,21.0,35.8,At Risk
CUST00022,2026-02-03,2026-01-03,31.0,35.8,At Risk
CUST00022,2026-04-24,2026-02-03,80.0,35.8,At Risk
CUST00022,2026-05-24,2026-04-24,30.0,35.8,At Risk
CUST00022,2026-05-26,2026-05-24,2.0,35.8,At Risk
CUST00022,2026-07-16,2026-05-26,51.0,35.8,At Risk
CUST00023,2025-02-18,,,84.7,At Risk
CUST00023,2025-06-11,2025-02-18,113.0,84.7,At Risk
CUST00023,2025-09-17,2025-06-11,98.0,84.7,At Risk
CUST00023,2025-12-30,2025-09-17,104.0,84.7,At Risk
CUST00023,2026-01-16,2025-12-30,17.0,84.7,At Risk
CUST00023,2026-06-22,2026-01-16,157.0,84.7,At Risk
CUST00023,2026-07-11,2026-06-22,19.0,84.7,At Risk
CUST00024,2025-06-14,,,241.0,At Risk
CUST00024,2026-02-10,2025-06-14,241.0,241.0,At Risk
CUST00025,2026-04-14,,,7.3,Healthy
CUST00025,2026-04-15,2026-04-14,1.0,7.3,Healthy
CUST00025,2026-04-23,2026-04-15,8.0,7.3,Healthy
CUST00025,2026-05-26,2026-04-23,33.0,7.3,Healthy
CUST00025,2026-05-28,2026-05-26,2.0,7.3,Healthy
CUST00025,2026-05-28,2026-05-28,0.0,7.3,Healthy
CUST00025,2026-06-04,2026-05-28,7.0,7.3,Healthy
CUST00025,2026-06-04,2026-06-04,0.0,7.3,Healthy
CUST00026,2025-05-12,,,70.0,At Risk
CUST00026,2025-07-02,2025-05-12,51.0,70.0,At Risk
CUST00026,2025-11-14,2025-07-02,135.0,70.0,At Risk
CUST00026,2026-02-22,2025-11-14,100.0,70.0,At Risk
CUST00026,2026-03-14,2026-02-22,20.0,70.0,At Risk
CUST00026,2026-06-07,2026-03-14,85.0,70.0,At Risk
CUST00026,2026-07-06,2026-06-07,29.0,70.0,At Risk
CUST00027,2026-01-31,,,29.0,Healthy
CUST00027,2026-03-04,2026-01-31,32.0,29.0,Healthy
CUST00027,2026-03-07,2026-03-04,3.0,29.0,Healthy
CUST00027,2026-04-28,2026-03-07,52.0,29.0,Healthy
CUST00027,2026-06-14,2026-04-28,47.0,29.0,Healthy
CUST00027,2026-06-25,2026-06-14,11.0,29.0,Healthy
CUST00027,2026-07-24,2026-06-25,29.0,29.0,Healthy
CUST00028,2025-01-30,,,55.3,At Risk
CUST00028,2025-02-01,2025-01-30,2.0,55.3,At Risk
CUST00028,2025-07-15,2025-02-01,164.0,55.3,At Risk
CUST00028,2025-11-29,2025-07-15,137.0,55.3,At Risk
CUST00028,2026-01-29,2025-11-29,61.0,55.3,At Risk
CUST00028,2026-02-18,2026-01-29,20.0,55.3,At Risk
CUST00028,2026-04-21,2026-02-18,62.0,55.3,At Risk
CUST00028,2026-05-01,2026-04-21,10.0,55.3,At Risk
CUST00028,2026-05-25,2026-05-01,24.0,55.3,At Risk
CUST00028,2026-06-12,2026-05-25,18.0,55.3,At Risk
CUST00030,2024-12-26,,,107.5,At Risk
CUST00030,2025-01-11,2024-12-26,16.0,107.5,At Risk
CUST00030,2025-06-26,2025-01-11,166.0,107.5,At Risk
CUST00030,2025-06-30,2025-06-26,4.0,107.5,At Risk
CUST00030,2026-03-01,2025-06-30,244.0,107.5,At Risk
CUST00031,2026-03-11,,,24.0,Healthy
CUST00031,2026-03-27,2026-03-11,16.0,24.0,Healthy
CUST00031,2026-05-03,2026-03-27,37.0,24.0,Healthy
CUST00031,2026-06-24,2026-05-03,52.0,24.0,Healthy
CUST00031,2026-07-02,2026-06-24,8.0,24.0,Healthy
CUST00031,2026-07-09,2026-07-02,7.0,24.0,Healthy
CUST00032,2025-06-29,,,72.2,At Risk
CUST00032,2025-08-12,2025-06-29,44.0,72.2,At Risk
CUST00032,2025-11-20,2025-08-12,100.0,72.2,At Risk
CUST00032,2026-02-14,2025-11-20,86.0,72.2,At Risk
CUST00032,2026-05-07,2026-02-14,82.0,72.2,At Risk
CUST00032,2026-06-25,2026-05-07,49.0,72.2,At Risk
CUST00033,2025-12-12,,,39.2,At Risk
CUST00033,2025-12-29,2025-12-12,17.0,39.2,At Risk
CUST00033,2026-03-16,2025-12-29,77.0,39.2,At Risk
CUST00033,2026-04-15,2026-03-16,30.0,39.2,At Risk
CUST00033,2026-05-04,2026-04-15,19.0,39.2,At Risk
CUST00033,2026-06-26,2026-05-04,53.0,39.2,At Risk
CUST00034,2025-12-12,,,17.2,Healthy
CUST00034,2025-12-27,2025-12-12,15.0,17.2,Healthy
CUST00034,2026-01-10,2025-12-27,14.0,17.2,Healthy
CUST00034,2026-01-15,2026-01-10,5.0,17.2,Healthy
CUST00034,2026-01-29,2026-01-15,14.0,17.2,Healthy
CUST00034,2026-02-02,2026-01-29,4.0,17.2,Healthy
CUST00034,2026-03-09,2026-02-02,35.0,17.2,Healthy
CUST00034,2026-04-27,2026-03-09,49.0,17.2,Healthy
CUST00034,2026-05-01,2026-04-27,4.0,17.2,Healthy
CUST00034,2026-05-24,2026-05-01,23.0,17.2,Healthy
CUST00034,2026-05-27,2026-05-24,3.0,17.2,Healthy
CUST00034,2026-06-02,2026-05-27,6.0,17.2,Healthy
CUST00034,2026-06-20,2026-06-02,18.0,17.2,Healthy
CUST00034,2026-07-24,2026-06-20,34.0,17.2,Healthy
CUST00035,2025-01-12,,,70.6,At Risk
CUST00035,2025-03-25,2025-01-12,72.0,70.6,At Risk
CUST00035,2025-04-27,2025-03-25,33.0,70.6,At Risk
CUST00035,2025-05-14,2025-04-27,17.0,70.6,At Risk
CUST00035,2025-08-30,2025-05-14,108.0,70.6,At Risk
CUST00035,2025-12-31,2025-08-30,123.0,70.6,At Risk
CUST00036,2024-11-26,,,,Single Order
CUST00037,2025-09-20,,,76.0,At Risk
CUST00037,2026-01-04,2025-09-20,106.0,76.0,At Risk
CUST00037,2026-02-15,2026-01-04,42.0,76.0,At Risk
CUST00037,2026-05-06,2026-02-15,80.0,76.0,At Risk
CUST00038,2025-05-17,,,96.0,At Risk
CUST00038,2025-06-26,2025-05-17,40.0,96.0,At Risk
CUST00038,2025-12-30,2025-06-26,187.0,96.0,At Risk
CUST00038,2026-01-03,2025-12-30,4.0,96.0,At Risk
CUST00038,2026-06-05,2026-01-03,153.0,96.0,At Risk
CUST00039,2026-03-12,,,19.2,Healthy
CUST00039,2026-03-16,2026-03-12,4.0,19.2,Healthy
CUST00039,2026-03-30,2026-03-16,14.0,19.2,Healthy
CUST00039,2026-06-04,2026-03-30,66.0,19.2,Healthy
CUST00039,2026-06-06,2026-06-04,2.0,19.2,Healthy
CUST00039,2026-06-24,2026-06-06,18.0,19.2,Healthy
CUST00039,2026-07-05,2026-06-24,11.0,19.2,Healthy
CUST00040,2025-03-10,,,115.8,At Risk
CUST00040,2025-06-17,2025-03-10,99.0,115.8,At Risk
CUST00040,2025-11-25,2025-06-17,161.0,115.8,At Risk
CUST00040,2026-03-22,2025-11-25,117.0,115.8,At Risk
CUST00040,2026-06-16,2026-03-22,86.0,115.8,At Risk
CUST00041,2025-06-06,,,52.2,At Risk
CUST00041,2025-07-03,2025-06-06,27.0,52.2,At Risk
CUST00041,2025-07-14,2025-07-03,11.0,52.2,At Risk
CUST00041,2025-09-17,2025-07-14,65.0,52.2,At Risk
CUST00041,2025-10-31,2025-09-17,44.0,52.2,At Risk
CUST00041,2026-03-31,2025-10-31,151.0,52.2,At Risk
CUST00041,2026-04-15,2026-03-31,15.0,52.2,At Risk
CUST00042,2026-01-09,,,59.7,At Risk
CUST00042,2026-03-01,2026-01-09,51.0,59.7,At Risk
CUST00042,2026-05-16,2026-03-01,76.0,59.7,At Risk
CUST00042,2026-07-07,2026-05-16,52.0,59.7,At Risk
CUST00043,2025-12-13,,,,Single Order
CUST00044,2026-03-24,,,,Single Order
CUST00045,2026-05-17,,,,Single Order
CUST00046,2025-04-21,,,52.6,At Risk
CUST00046,2025-05-22,2025-04-21,31.0,52.6,At Risk
CUST00046,2025-08-25,2025-05-22,95.0,52.6,At Risk
CUST00046,2025-08-26,2025-08-25,1.0,52.6,At Risk
CUST00046,2025-12-15,2025-08-26,111.0,52.6,At Risk
CUST00046,2026-01-04,2025-12-15,20.0,52.6,At Risk
CUST00046,2026-02-06,2026-01-04,33.0,52.6,At Risk
CUST00046,2026-04-20,2026-02-06,73.0,52.6,At Risk
CUST00046,2026-06-16,2026-04-20,57.0,52.6,At Risk
CUST00047,2025-03-02,,,86.0,At Risk
CUST00047,2025-03-30,2025-03-02,28.0,86.0,At Risk
CUST00047,2025-05-02,2025-03-30,33.0,86.0,At Risk
CUST00047,2025-08-04,2025-05-02,94.0,86.0,At Risk
CUST00047,2025-09-08,2025-08-04,35.0,86.0,At Risk
CUST00047,2026-05-06,2025-09-08,240.0,86.0,At Risk
CUST00048,2025-10-21,,,13.8,Healthy
CUST00048,2025-10-22,2025-10-21,1.0,13.8,Healthy
CUST00048,2025-10-27,2025-10-22,5.0,13.8,Healthy
CUST00048,2025-11-05,2025-10-27,9.0,13.8,Healthy
CUST00048,2025-11-15,2025-11-05,10.0,13.8,Healthy
CUST00048,2025-12-06,2025-11-15,21.0,13.8,Healthy
CUST00048,2025-12-08,2025-12-06,2.0,13.8,Healthy
CUST00048,2025-12-11,2025-12-08,3.0,13.8,Healthy
CUST00048,2025-12-16,2025-12-11,5.0,13.8,Healthy
CUST00048,2026-01-04,2025-12-16,19.0,13.8,Healthy
CUST00048,2026-01-04,2026-01-04,0.0,13.8,Healthy
CUST00048,2026-01-10,2026-01-04,6.0,13.8,Healthy
CUST00048,2026-01-19,2026-01-10,9.0,13.8,Healthy
CUST00048,2026-02-14,2026-01-19,26.0,13.8,Healthy
CUST00048,2026-05-20,2026-02-14,95.0,13.8,Healthy
CUST00048,2026-06-22,2026-05-20,33.0,13.8,Healthy
CUST00048,2026-06-28,2026-06-22,6.0,13.8,Healthy
CUST00048,2026-07-04,2026-06-28,6.0,13.8,Healthy
CUST00048,2026-07-09,2026-07-04,5.0,13.8,Healthy
CUST00048,2026-07-15,2026-07-09,6.0,13.8,Healthy
CUST00048,2026-07-23,2026-07-15,8.0,13.8,Healthy
CUST00049,2025-05-05,,,91.8,At Risk
CUST00049,2025-09-05,2025-05-05,123.0,91.8,At Risk
CUST00049,2026-02-07,2025-09-05,155.0,91.8,At Risk
CUST00049,2026-05-05,2026-02-07,87.0,91.8,At Risk
CUST00049,2026-05-07,2026-05-05,2.0,91.8,At Risk
CUST00050,2025-12-26,,,38.0,At Risk
CUST00050,2026-01-12,2025-12-26,17.0,38.0,At Risk
CUST00050,2026-03-09,2026-01-12,56.0,38.0,At Risk
CUST00050,2026-04-06,2026-03-09,28.0,38.0,At Risk
CUST00050,2026-06-16,2026-04-06,71.0,38.0,At Risk
CUST00050,2026-07-04,2026-06-16,18.0,38.0,At Risk
CUST00051,2025-07-14,,,48.0,At Risk
CUST00051,2025-08-30,2025-07-14,47.0,48.0,At Risk
CUST00051,2025-09-19,2025-08-30,20.0,48.0,At Risk
CUST00051,2025-09-27,2025-09-19,8.0,48.0,At Risk
CUST00051,2026-01-19,2025-09-27,114.0,48.0,At Risk
CUST00051,2026-04-04,2026-01-19,75.0,48.0,At Risk
CUST00051,2026-04-28,2026-04-04,24.0,48.0,At Risk
CUST00052,2024-10-17,,,177.7,At Risk
CUST00052,2025-03-31,2024-10-17,165.0,177.7,At Risk
CUST00052,2025-06-17,2025-03-31,78.0,177.7,At Risk
CUST00052,2026-04-03,2025-06-17,290.0,177.7,At Risk
CUST00053,2025-09-01,,,48.3,At Risk
CUST00053,2025-10-11,2025-09-01,40.0,48.3,At Risk
CUST00053,2025-11-01,2025-10-11,21.0,48.3,At Risk
CUST00053,2026-01-27,2025-11-01,87.0,48.3,At Risk
CUST00053,2026-04-18,2026-01-27,81.0,48.3,At Risk
CUST00053,2026-05-01,2026-04-18,13.0,48.3,At Risk
CUST00053,2026-06-18,2026-05-01,48.0,48.3,At Risk
CUST00054,2025-05-20,,,59.2,At Risk
CUST00054,2025-11-13,2025-05-20,177.0,59.2,At Risk
CUST00054,2025-11-17,2025-11-13,4.0,59.2,At Risk
CUST00054,2026-02-07,2025-11-17,82.0,59.2,At Risk
CUST00054,2026-03-11,2026-02-07,32.0,59.2,At Risk
CUST00054,2026-03-29,2026-03-11,18.0,59.2,At Risk
CUST00054,2026-05-10,2026-03-29,42.0,59.2,At Risk
CUST00055,2025-03-01,,,74.5,At Risk
CUST00055,2025-06-15,2025-03-01,106.0,74.5,At Risk
CUST00055,2025-07-29,2025-06-15,44.0,74.5,At Risk
CUST00055,2025-12-05,2025-07-29,129.0,74.5,At Risk
CUST00055,2026-02-09,2025-12-05,66.0,74.5,At Risk
CUST00055,2026-03-14,2026-02-09,33.0,74.5,At Risk
CUST00055,2026-05-22,2026-03-14,69.0,74.5,At Risk
CUST00056,2025-06-19,,,55.0,At Risk
CUST00056,2025-07-04,2025-06-19,15.0,55.0,At Risk
CUST00056,2025-09-23,2025-07-04,81.0,55.0,At Risk
CUST00056,2025-12-02,2025-09-23,70.0,55.0,At Risk
CUST00056,2026-03-10,2025-12-02,98.0,55.0,At Risk
CUST00056,2026-05-25,2026-03-10,76.0,55.0,At Risk
CUST00056,2026-06-22,2026-05-25,28.0,55.0,At Risk
CUST00056,2026-07-09,2026-06-22,17.0,55.0,At Risk
CUST00057,2025-11-01,,,48.5,At Risk
CUST00057,2026-02-03,2025-11-01,94.0,48.5,At Risk
CUST00057,2026-02-28,2026-02-03,25.0,48.5,At Risk
CUST00057,2026-03-21,2026-02-28,21.0,48.5,At Risk
CUST00057,2026-05-14,2026-03-21,54.0,48.5,At Risk
CUST00058,2025-01-26,,,132.0,At Risk
CUST00058,2026-01-17,2025-01-26,356.0,132.0,At Risk
CUST00058,2026-02-10,2026-01-17,24.0,132.0,At Risk
CUST00058,2026-05-31,2026-02-10,110.0,132.0,At Risk
CUST00058,2026-07-08,2026-05-31,38.0,132.0,At Risk
CUST00059,2024-09-23,,,29.0,Healthy
CUST00059,2024-10-01,2024-09-23,8.0,29.0,Healthy
CUST00059,2024-10-07,2024-10-01,6.0,29.0,Healthy
CUST00059,2024-11-19,2024-10-07,43.0,29.0,Healthy
CUST00059,2024-12-06,2024-11-19,17.0,29.0,Healthy
CUST00059,2024-12-08,2024-12-06,2.0,29.0,Healthy
CUST00059,2024-12-20,2024-12-08,12.0,29.0,Healthy
CUST00059,2024-12-24,2024-12-20,4.0,29.0,Healthy
CUST00059,2025-01-08,2024-12-24,15.0,29.0,Healthy
CUST00059,2025-03-23,2025-01-08,74.0,29.0,Healthy
CUST00059,2025-03-27,2025-03-23,4.0,29.0,Healthy
CUST00059,2025-05-15,2025-03-27,49.0,29.0,Healthy
CUST00059,2025-05-23,2025-05-15,8.0,29.0,Healthy
CUST00059,2025-08-22,2025-05-23,91.0,29.0,Healthy
CUST00059,2025-11-19,2025-08-22,89.0,29.0,Healthy
CUST00059,2025-12-08,2025-11-19,19.0,29.0,Healthy
CUST00059,2026-01-07,2025-12-08,30.0,29.0,Healthy
CUST00059,2026-01-13,2026-01-07,6.0,29.0,Healthy
CUST00059,2026-02-06,2026-01-13,24.0,29.0,Healthy
CUST00059,2026-03-06,2026-02-06,28.0,29.0,Healthy
CUST00059,2026-03-30,2026-03-06,24.0,29.0,Healthy
CUST00059,2026-04-08,2026-03-30,9.0,29.0,Healthy
CUST00059,2026-06-11,2026-04-08,64.0,29.0,Healthy
CUST00059,2026-07-21,2026-06-11,40.0,29.0,Healthy
CUST00060,2025-09-18,,,46.5,At Risk
CUST00060,2025-10-15,2025-09-18,27.0,46.5,At Risk
CUST00060,2025-12-20,2025-10-15,66.0,46.5,At Risk
CUST00061,2025-08-19,,,85.3,At Risk
CUST00061,2025-09-29,2025-08-19,41.0,85.3,At Risk
CUST00061,2025-12-12,2025-09-29,74.0,85.3,At Risk
CUST00061,2026-05-05,2025-12-12,144.0,85.3,At Risk
CUST00061,2026-07-26,2026-05-05,82.0,85.3,At Risk
CUST00062,2026-01-18,,,25.3,Healthy
CUST00062,2026-02-11,2026-01-18,24.0,25.3,Healthy
CUST00062,2026-03-31,2026-02-11,48.0,25.3,Healthy
CUST00062,2026-05-03,2026-03-31,33.0,25.3,Healthy
CUST00062,2026-05-13,2026-05-03,10.0,25.3,Healthy
CUST00062,2026-06-01,2026-05-13,19.0,25.3,Healthy
CUST00062,2026-06-15,2026-06-01,14.0,25.3,Healthy
CUST00062,2026-07-14,2026-06-15,29.0,25.3,Healthy
CUST00063,2025-08-31,,,112.0,At Risk
CUST00063,2025-12-21,2025-08-31,112.0,112.0,At Risk
CUST00064,2025-07-12,,,81.8,At Risk
CUST00064,2025-11-15,2025-07-12,126.0,81.8,At Risk
CUST00064,2025-12-23,2025-11-15,38.0,81.8,At Risk
CUST00064,2026-04-11,2025-12-23,109.0,81.8,At Risk
CUST00064,2026-06-04,2026-04-11,54.0,81.8,At Risk
CUST00065,2025-02-07,,,103.6,At Risk
CUST00065,2025-06-21,2025-02-07,134.0,103.6,At Risk
CUST00065,2025-10-08,2025-06-21,109.0,103.6,At Risk
CUST00065,2025-11-06,2025-10-08,29.0,103.6,At Risk
CUST00065,2026-01-11,2025-11-06,66.0,103.6,At Risk
CUST00065,2026-07-10,2026-01-11,180.0,103.6,At Risk
CUST00066,2025-10-07,,,92.3,At Risk
CUST00066,2025-12-22,2025-10-07,76.0,92.3,At Risk
CUST00066,2026-03-21,2025-12-22,89.0,92.3,At Risk
CUST00066,2026-07-11,2026-03-21,112.0,92.3,At Risk
CUST00067,2025-08-11,,,39.1,At Risk
CUST00067,2025-08-26,2025-08-11,15.0,39.1,At Risk
CUST00067,2025-09-11,2025-08-26,16.0,39.1,At Risk
CUST00067,2025-09-21,2025-09-11,10.0,39.1,At Risk
CUST00067,2025-11-30,2025-09-21,70.0,39.1,At Risk
CUST00067,2026-02-03,2025-11-30,65.0,39.1,At Risk
CUST00067,2026-02-15,2026-02-03,12.0,39.1,At Risk
CUST00067,2026-06-25,2026-02-15,130.0,39.1,At Risk
CUST00067,2026-07-13,2026-06-25,18.0,39.1,At Risk
CUST00067,2026-07-29,2026-07-13,16.0,39.1,At Risk
CUST00068,2026-01-23,,,16.1,Healthy
CUST00068,2026-01-23,2026-01-23,0.0,16.1,Healthy
CUST00068,2026-02-05,2026-01-23,13.0,16.1,Healthy
CUST00068,2026-03-06,2026-02-05,29.0,16.1,Healthy
CUST00068,2026-03-14,2026-03-06,8.0,16.1,Healthy
CUST00068,2026-04-14,2026-03-14,31.0,16.1,Healthy
CUST00068,2026-04-30,2026-04-14,16.0,16.1,Healthy
CUST00068,2026-05-12,2026-04-30,12.0,16.1,Healthy
CUST00068,2026-05-12,2026-05-12,0.0,16.1,Healthy
CUST00068,2026-06-17,2026-05-12,36.0,16.1,Healthy
CUST00069,2025-03-16,,,92.3,At Risk
CUST00069,2025-08-24,2025-03-16,161.0,92.3,At Risk
CUST00069,2025-11-15,2025-08-24,83.0,92.3,At Risk
CUST00069,2025-12-18,2025-11-15,33.0,92.3,At Risk
CUST00070,2026-04-03,,,51.0,At Risk
CUST00070,2026-05-16,2026-04-03,43.0,51.0,At Risk
CUST00070,2026-07-14,2026-05-16,59.0,51.0,At Risk
CUST00072,2026-06-24,,,14.0,Healthy
CUST00072,2026-07-08,2026-06-24,14.0,14.0,Healthy
CUST00073,2026-05-12,,,5.1,Healthy
