order_id,customer_id,order_date,city,payment_mode,status
ORD-100358,CUST-1079,2024-04-17 14:32:36,Bengaluru,UPI,delivered
ORD-100359,CUST-1001,2024-04-17 10:59:13,Delhi,Wallet,returned
ORD-100360,CUST-1016,2024-04-17 21:07:33,Mumbai,Wallet,delivered
ORD-100361,CUST-1029,2024-04-17 20:18:54,Bengaluru,COD,cancelled
ORD-100362,CUST-1019,2024-04-17 19:25:44,Delhi,UPI,returned
ORD-100363,CUST-1036,2024-04-17 15:48:50,Mumbai,Card,cancelled
ORD-100364,CUST-1018,2024-04-17 07:06:47,Mumbai,UPI,delivered
ORD-100365,CUST-1010,2024-04-17 22:50:29,Mumbai,Card,delivered
ORD-100366,CUST-1005,2024-04-17 12:35:42,Mumbai,COD,delivered
ORD-100367,CUST-1021,2024-04-17 08:25:16,Bengaluru,Wallet,cancelled
ORD-100368,,2024-04-17 07:48:57,Bengaluru,Wallet,delivered
ORD-100369,CUST-1022,2024-04-17 07:34:20,Delhi,Wallet,delivered
ORD-100370,CUST-1027,2024-04-17 17:31:32,Delhi,COD,delivered
ORD-100371,CUST-1012,2024-04-17 10:37:21,Bengaluru,UPI,delivered
ORD-100372,CUST-1024,2024-04-17 07:40:45,Bengaluru,COD,returned
ORD-100373,CUST-1019,2024-04-17 14:09:47,Delhi,Wallet,delivered
ORD-100374,CUST-1077,2024-04-17 14:25:15,Bengaluru,COD,delivered
ORD-100375,CUST-1004,2024-04-17 15:50:51,Bengaluru,COD,delivered
ORD-100376,CUST-1047,2024-04-17 09:25:53,Mumbai,COD,delivered
ORD-100377,CUST-1041,2024-04-17 17:53:37,Delhi,COD,cancelled
ORD-100378,CUST-1053,2024-04-17 15:55:37,Delhi,Wallet,delivered
ORD-100379,,2024-04-17 18:30:45,Delhi,Card,delivered
ORD-100380,CUST-1047,2024-04-17 10:34:55,Mumbai,Wallet,delivered
ORD-100381,CUST-1061,2024-04-17 20:59:53,Delhi,Wallet,delivered
ORD-100382,CUST-1071,2024-04-17 17:29:44,Mumbai,UPI,delivered
ORD-100383,CUST-1032,2024-04-17 11:54:38,Bengaluru,Card,cancelled
ORD-100384,CUST-1011,2024-04-17 20:23:11,Mumbai,Wallet,cancelled
ORD-100385,CUST-1060,2024-04-17 13:16:44,Delhi,UPI,delivered
ORD-100386,CUST-1027,2024-04-17 13:55:52,Delhi,Card,delivered
ORD-100387,CUST-1048,2024-04-17 21:05:00,Mumbai,COD,cancelled
ORD-100388,,2024-04-17 22:58:22,Mumbai,UPI,returned
ORD-100389,,2024-04-17 20:09:16,Delhi,Card,delivered
ORD-100390,,2024-04-17 17:47:31,Delhi,Wallet,delivered
